"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"4471","전남광주통합특별시 동구 수기동","68-1","0068","0001","금남로 유탑유블레스 원시티","월세","29.4800","202505","07","500","65","27","2022","천변우로 361-21","202505~202605","신규","-","",""
"4472","전남광주통합특별시 순천시 조곡동","151-18","0151","0018","(151-18)","월세","57.0000","202505","07","500","50","3","2010","역전길 67","202505~202605","신규","-","",""
"4473","전남광주통합특별시 광산구 송정동","929-9","0929","0009","중앙센트럴시티","월세","20.5500","202505","07","500","37","13","2018","평동로1120번길 12","202505~202605","신규","-","",""
"4474","전남광주통합특별시 광산구 송정동","754-2","0754","0002","(754-2)","전세","23.8500","202505","07","4,490","0","2","2014","광산로 77-3","202505~202701","갱신","-","4,700","0"
"4475","전남광주통합특별시 서구 쌍촌동","982-15","0982","0015","모아미래도스카이뷰","전세","39.6800","202505","07","15,000","0","19","2021","상무대로 894","202506~202706","신규","-","",""
"4476","전남광주통합특별시 광산구 쌍암동","657-5","0657","0005","첨단 한국아델리움 메트로시티","월세","24.3800","202505","07","500","55","4","2022","임방울대로 773","202505~202605","신규","-","",""
"4477","전남광주통합특별시 북구 임동","887","0887","0000","S-클래스 더 제니스","월세","57.4600","202505","07","1,000","85","7","2024","천변우로 227","202506~202606","신규","-","",""
"4478","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","전세","57.5800","202505","07","10,000","0","12","2015","상야3길 8","202506~202706","신규","-","",""
"4479","전남광주통합특별시 나주시 빛가람동","190-1","0190","0001","토담휴로스2차","월세","27.4500","202505","07","300","35","4","2014","상야1길 8","202505~202605","신규","-","",""
"4480","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202505","06","300","40","7","2015","상야3길 8","202505~202605","신규","-","",""
"4481","전남광주통합특별시 광산구 쌍암동","695-1","0695","0001","힐스테이트 리버파크","전세","72.2600","202505","06","20,000","0","33","2019","첨단강변로 100","202507~202707","신규","-","",""
"4482","전남광주통합특별시 남구 주월동","1328","1328","0000","남구주월 골드클래스 어반시티","전세","65.0900","202505","06","18,000","0","14","2021"," ","202506~202706","신규","-","",""
"4483","전남광주통합특별시 서구 쌍촌동","982-15","0982","0015","모아미래도스카이뷰","전세","29.7400","202505","06","10,400","0","6","2021","상무대로 894","202505~202705","신규","-","",""
"4484","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202505","06","300","39","4","2014","상야2길 7","202505~202605","갱신","-","300","38"
"4485","전남광주통합특별시 동구 동명동","174","0174","0000","ST174 쥬네센트로","월세","37.9800","202505","06","200","50","2","2023","동명로 51","202505~202605","신규","-","",""
"4486","전남광주통합특별시 서구 농성동","417-10","0417","0010","센트럴 광천 더 퍼스트 오피스텔","전세","29.0400","202505","05","11,550","0","12","2022","죽봉대로66번길 13","202506~202706","신규","-","",""
"4487","전남광주통합특별시 나주시 빛가람동","204-1","0204","0001","휴로스센트럴 오피스텔","월세","30.7700","202505","05","500","45","7","2020","상야3길 17","202505~202605","신규","-","",""
"4488","전남광주통합특별시 순천시 조례동","1593-3","1593","0003","(1593-3)","월세","30.4400","202505","05","200","20","2","2008","장선배기1길 28","202505~202605","신규","-","",""
"4489","전남광주통합특별시 북구 동림동","1348","1348","0000","동림동 우방 아이유쉘 1차","월세","67.8000","202505","05","10,000","20","9","2022"," ","202505~202705","신규","-","",""
"4490","전남광주통합특별시 서구 농성동","417-10","0417","0010","센트럴 광천 더 퍼스트 오피스텔","전세","29.0400","202505","05","11,550","0","12","2022","죽봉대로66번길 13","202506~202706","신규","-","",""
"4491","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202505","04","300","40","3","2015","상야3길 8","202505~202605","신규","-","",""
"4492","전남광주통합특별시 영암군 영암읍 역리","154-1","0154","0001","영암이원프라임","전세","75.5700","202505","03","21,000","0","13","2024","동문로 73","202505~202705","신규","-","",""
"4493","전남광주통합특별시 나주시 빛가람동","204-1","0204","0001","휴로스센트럴 오피스텔","월세","30.7700","202505","03","8,000","5","11","2020","상야3길 17","202505~202705","신규","-","",""
"4494","전남광주통합특별시 남구 주월동","1328","1328","0000","남구주월 골드클래스 어반시티","전세","65.0900","202505","03","17,000","0","13","2021"," ","202505~202705","갱신","-","17,000","0"
"4495","전남광주통합특별시 나주시 빛가람동","204-1","0204","0001","휴로스센트럴 오피스텔","월세","30.7700","202505","03","1,000","45","4","2020","상야3길 17","202505~202605","신규","-","",""
"4496","전남광주통합특별시 무안군 삼향읍 남악리","2624","2624","0000","남악센트레빌리버파크","전세","84.7300","202505","03","15,400","0","7","2019","남악로250번길 60","202506~202706","신규","-","",""
"4497","전남광주통합특별시 무안군 삼향읍 남악리","2624","2624","0000","남악센트레빌리버파크","전세","84.7300","202505","03","15,400","0","9","2019","남악로250번길 60","202506~202706","신규","-","",""
"4498","전남광주통합특별시 서구 치평동","1230","1230","0000","상무 대라수 오피스텔","전세","25.3100","202505","03","10,000","0","19","2023","시청로 60","202506~202706","신규","-","",""
"4499","전남광주통합특별시 남구 봉선동","480","0480","0000","더플레이스 봉선","월세","55.5400","202505","03","2,000","65","5","2016","봉선로133번길 15","202505~202702","갱신","사용","2,000","65"
"4500","전남광주통합특별시 서구 치평동","1203-1","1203","0001","중흥에스-클래스스카이31","월세","58.4100","202505","02","1,000","90","12","2014","시청로 97","202505~202605","신규","-","",""
"4501","전남광주통합특별시 북구 신안동","13-3","0013","0003","(13-3)","월세","23.0100","202505","02","100","45","5","2022","무등로218번길 61","202505~202605","신규","-","",""
"4502","전남광주통합특별시 무안군 삼향읍 남악리","1473","1473","0000","남악 삼일파라뷰","월세","84.7900","202505","02","1,000","65","5","2020","남악4로 92","202506~202612","신규","-","",""
"4503","전남광주통합특별시 동구 수기동","68-1","0068","0001","금남로 유탑유블레스 원시티","월세","42.6000","202505","02","1,000","76","20","2022","천변우로 361-21","202506~202605","신규","-","",""
"4504","전남광주통합특별시 동구 수기동","68-1","0068","0001","금남로 유탑유블레스 원시티","전세","29.4800","202505","02","11,000","0","9","2022","천변우로 361-21","202505~202705","신규","-","",""
"4505","전남광주통합특별시 여수시 선원동","1277-2","1277","0002","(1277-2)","월세","32.3000","202505","02","200","55","4","2010","무선8길 16","202506~202705","갱신","사용","200","55"
"4506","전남광주통합특별시 광산구 우산동","1576-5","1576","0005","에드가리움","월세","61.5400","202505","02","3,000","50","5","2017"," ","202505~202605","신규","-","",""
"4507","전남광주통합특별시 여수시 선원동","1277-2","1277","0002","(1277-2)","월세","32.3000","202505","02","200","55","6","2010","무선8길 16","202505~202705","갱신","사용","200","55"
"4508","전남광주통합특별시 여수시 선원동","1277-2","1277","0002","(1277-2)","월세","32.3000","202505","02","200","55","3","2010","무선8길 16","202505~202705","갱신","사용","200","55"
"4509","전남광주통합특별시 여수시 덕충동","2035-2","2035","0002","신성오피스텔","월세","29.3900","202505","02","300","47","3","2019"," ","202505~202605","신규","-","",""
"4510","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202505","02","300","40","10","2014","상야2길 7","202505~202605","신규","-","",""
"4511","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","38.9100","202505","02","500","60","8","2014","상야2길 7","202505~202605","신규","-","",""
"4512","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202505","02","300","48","6","2014","상야2길 7","202505~202510","신규","-","",""
"4513","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202505","02","17,700","5","14","2021","첨단연신로 100","202505~202904","신규","-","",""
"4514","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","전세","57.5800","202505","02","10,000","0","12","2015","상야3길 8","202505~202705","신규","-","",""
"4515","전남광주통합특별시 서구 쌍촌동","1006-18","1006","0018","에드가리움 1차","월세","27.3600","202505","02","300","42","7","2015","상무대로 882","202505~202605","신규","-","",""
"4516","전남광주통합특별시 서구 치평동","1202-2","1202","0002","랜드피아오피스텔","월세","55.5400","202505","01","500","55","9","2005","상무중앙로 114","202505~202605","신규","-","",""
"4517","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202505","01","17,700","5","15","2021","첨단연신로 100","202505~202705","신규","-","",""
"4518","전남광주통합특별시 목포시 석현동","1170-24","1170","0024","스타팰리스(1170-24)","월세","34.5000","202505","01","300","33","6","2011","석현로 18-1","202505~202604","갱신","-","300","33"
"4519","전남광주통합특별시 광산구 송정동","859-7","0859","0007","현대디에코2차","전세","26.6200","202505","01","6,615","0","11","2016"," ","202505~202605","갱신","-","6,615","0"
"4520","전남광주통합특별시 광산구 쌍암동","694-106","0694","0106","쌍암동 미르채 리버파크 오피스텔","전세","29.0900","202505","01","11,200","0","11","2021","월계로 235-8","202506~202706","신규","-","",""
"4521","전남광주통합특별시 광산구 지죽동","764","0764","0000","광산엘리체 레이크시티","월세","84.9600","202505","01","2,000","60","3","2022","용동길63번길 31","202505~202605","신규","-","",""
"4522","전남광주통합특별시 나주시 빛가람동","190-1","0190","0001","토담휴로스2차","월세","49.4600","202505","01","500","50","3","2014","상야1길 8","202505~202604","신규","-","",""
"4523","전남광주통합특별시 서구 쌍촌동","1006-18","1006","0018","에드가리움 1차","월세","27.3600","202505","01","300","40","10","2015","상무대로 882","202505~202605","갱신","사용","300","40"
"4524","전남광주통합특별시 서구 쌍촌동","948-33","0948","0033","(948-33)","전세","27.0000","202505","01","10,000","0","5","2020","상무대로 975","202506~202706","신규","-","",""
"4525","전남광주통합특별시 동구 금남로4가","79-1","0079","0001","로머스파크","월세","73.8400","202505","01","1,500","80","17","2021"," ","202505~202705","신규","-","",""
"4526","전남광주통합특별시 무안군 삼향읍 남악리","1476","1476","0000","남악 유탑유블레스900","월세","28.2400","202505","01","300","37","10","2014","후광대로 330","202505~202604","신규","-","",""
"4527","전남광주통합특별시 무안군 삼향읍 남악리","2120","2120","0000","뉴캐슬하이클래스","월세","84.8800","202505","01","1,500","65","5","2017","남악3로82번가길 49","202505~202605","신규","-","",""
"4528","전남광주통합특별시 서구 치평동","1238-1","1238","0001","광주대우디오빌","월세","28.2300","202505","01","300","37","6","2006","시청로 41","202505~202605","신규","-","",""
"4529","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202504","30","300","40","6","2015","상야3길 8","202505~202605","신규","-","",""
"4530","전남광주통합특별시 영광군 영광읍 녹사리","28","0028","0000","오피스텔 지수","월세","28.0200","202504","30","500","46","4","2022","옥당로 101","202505~202605","신규","-","",""
"4531","전남광주통합특별시 무안군 청계면 도림리","319","0319","0000","에벤에셀더스위트오피스텔","월세","24.2800","202504","30","2,000","20","10","2022","승달산길 24","202505~202705","신규","-","",""
"4532","전남광주통합특별시 서구 쌍촌동","564-59","0564","0059","휴먼파크빌","전세","55.2900","202504","30","9,600","0","6","2017","상무대로902번길 21","202505~202705","신규","-","",""
"4533","전남광주통합특별시 서구 쌍촌동","956-54","0956","0054","(956-54)","월세","27.0000","202504","30","500","50","7","2021","상무대로955번길 1","202505~202604","신규","-","",""
"4534","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202504","30","17,700","5","4","2021","첨단연신로 100","202504~202904","신규","-","",""
"4535","전남광주통합특별시 광산구 쌍암동","694-99","0694","0099","상상포레스트","전세","70.3700","202504","30","21,000","0","18","2019","첨단강변로87번길 20","202505~202705","신규","-","",""
"4536","전남광주통합특별시 북구 오치동","856-7","0856","0007","명진티엔씨","월세","41.5800","202504","30","500","40","2","2014","안산로 57","202505~202704","신규","-","",""
"4537","전남광주통합특별시 동구 수기동","68-1","0068","0001","금남로 유탑유블레스 원시티","월세","29.4800","202504","30","500","56","22","2022","천변우로 361-21","202506~202605","신규","-","",""
"4538","전남광주통합특별시 동구 수기동","68-1","0068","0001","금남로 유탑유블레스 원시티","월세","29.4800","202504","30","500","56","9","2022","천변우로 361-21","202505~202604","신규","-","",""
"4539","전남광주통합특별시 무안군 삼향읍 남악리","2624","2624","0000","남악센트레빌리버파크","전세","84.7300","202504","30","14,500","0","1","2019","남악로250번길 60","202506~202706","신규","-","",""
"4540","전남광주통합특별시 동구 금남로4가","79-1","0079","0001","로머스파크","전세","29.8000","202504","30","9,500","0","6","2021"," ","202505~202705","신규","-","",""
"4541","전남광주통합특별시 서구 치평동","1185-6","1185","0006","치평동 1185-6  휴먼빌딩","월세","42.3600","202504","30","500","40","6","2003","상무중앙로 103","202505~202604","신규","-","",""
"4542","전남광주통합특별시 서구 농성동","417-18","0417","0018","골든힐스타워","월세","22.2300","202504","30","300","33","4","2015","죽봉대로78번길 10","202505~202604","신규","-","",""
"4543","전남광주통합특별시 북구 유동","141","0141","0000","금남로 대광로제비앙","전세","31.4400","202504","30","9,000","0","3","2022","서림로 153","202505~202705","신규","-","",""
"4544","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202504","30","17,900","5","8","2021","첨단연신로 100","202504~202704","신규","-","",""
"4545","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202504","30","17,900","5","5","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"4546","전남광주통합특별시 동구 대인동","96","0096","0000","대인동 영무 파라드 3차 오피스텔","전세","29.6700","202504","30","9,500","0","9","2022","구성로204번길 10-9","202503~202703","갱신","-","9,500","0"
"4547","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","전세","57.5800","202504","30","12,000","0","12","2015","상야3길 8","202506~202706","신규","-","",""
"4548","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","전세","57.5800","202504","30","10,000","0","12","2015","상야3길 8","202506~202706","신규","-","",""
"4549","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202504","30","300","38","8","2014","상야2길 7","202505~202605","갱신","-","300","37"
"4550","전남광주통합특별시 서구 화정동","1709","1709","0000","광주 화정동 골드클래스 주상복합","전세","59.9800","202504","29","20,100","0","6","2022","죽봉대로 17","202505~202605","신규","-","",""
"4551","전남광주통합특별시 서구 광천동","899","0899","0000","힐스테이트 광천","월세","29.3500","202504","29","500","55","2","2023","천변좌로 56","202505~202605","신규","-","",""
"4552","전남광주통합특별시 남구 봉선동","480","0480","0000","더플레이스 봉선","전세","55.5400","202504","29","15,000","0","7","2016","봉선로133번길 15","202506~202706","신규","-","",""
"4553","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202504","29","17,900","5","11","2021","첨단연신로 100","202505~202904","신규","-","",""
"4554","전남광주통합특별시 동구 수기동","68-1","0068","0001","금남로 유탑유블레스 원시티","전세","29.4800","202504","29","11,500","0","23","2022","천변우로 361-21","202505~202705","갱신","-","12,000","0"
"4555","전남광주통합특별시 동구 동명동","174","0174","0000","ST174 쥬네센트로","월세","22.1900","202504","29","300","40","6","2023","동명로 51","202505~202605","신규","-","",""
"4556","전남광주통합특별시 동구 대인동","150","0150","0000","영무 파라드 오피스텔","전세","25.4300","202504","29","8,550","0","6","2019","구성로204번길 20","202505~202705","신규","-","",""
"4557","전남광주통합특별시 동구 동명동","174","0174","0000","ST174 쥬네센트로","월세","22.1900","202504","29","300","38","5","2023","동명로 51","202505~202605","신규","-","",""
"4558","전남광주통합특별시 서구 치평동","1203-1","1203","0001","중흥에스-클래스스카이31","월세","29.9400","202504","29","500","40","14","2014","시청로 97","202505~202605","신규","-","",""
"4559","전남광주통합특별시 무안군 삼향읍 남악리","1473","1473","0000","남악 삼일파라뷰","월세","76.2100","202504","29","1,000","60","13","2020","남악4로 92","202505~202612","신규","-","",""
"4560","전남광주통합특별시 북구 용봉동","1488","1488","0000","용봉동 지에이그린웰 아파트","전세","47.3200","202504","29","10,740","0","16","2020"," ","202505~202710","신규","-","",""
"4561","전남광주통합특별시 서구 치평동","1203-1","1203","0001","중흥에스-클래스스카이31","전세","29.9400","202504","29","8,500","0","30","2014","시청로 97","202506~202706","신규","-","",""
"4562","전남광주통합특별시 동구 수기동","68-1","0068","0001","금남로 유탑유블레스 원시티","전세","29.4800","202504","29","11,400","0","9","2022","천변우로 361-21","202506~202706","갱신","-","11,200","0"
"4563","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202504","29","300","38","7","2014","상야2길 7","202505~202605","갱신","-","300","37"
"4564","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202504","29","300","40","6","2014","상야2길 7","202505~202605","신규","-","",""
"4565","전남광주통합특별시 남구 주월동","957-1","0957","0001","주월동 홀리어스 오피스텔","월세","26.2500","202504","28","1,000","50","8","2020","대남대로 219","202504~202604","신규","-","",""
"4566","전남광주통합특별시 광산구 쌍암동","694-99","0694","0099","상상포레스트","전세","35.7000","202504","28","10,000","0","3","2019","첨단강변로87번길 20","202506~202706","신규","-","",""
"4567","전남광주통합특별시 광산구 월계동","872-4","0872","0004","더허브","월세","30.0000","202504","28","1,000","55","17","2020","임방울대로800번길 11-10","202504~202604","신규","-","",""
"4568","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","전세","57.5800","202504","28","12,000","0","12","2015","상야3길 8","202506~202706","신규","-","",""
"4569","전남광주통합특별시 서구 치평동","1210-3","1210","0003","샌트럴시티오피스텔","월세","23.6800","202504","28","300","42","25","2016","시청로 77","202505~202604","신규","-","",""
"4570","전남광주통합특별시 남구 주월동","1328","1328","0000","남구주월 골드클래스 어반시티","월세","65.0900","202504","28","2,000","80","16","2021"," ","202507~202706","신규","-","",""
"4571","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202504","28","300","39","6","2015","상야3길 8","202505~202605","갱신","-","300","38"
"4572","전남광주통합특별시 동구 금동","19-3","0019","0003","문화전당역 오펠리움","전세","25.2100","202504","28","10,000","0","18","2022","문화전당로23번길 26","202504~202607","신규","-","",""
"4573","전남광주통합특별시 여수시 신기동","74-4","0074","0004","신기동 74-4 제1종근린생활시설 (김남협)","월세","51.2400","202504","28","1,000","50","3","2017","새터로 43","202504~202604","신규","-","",""
"4574","전남광주통합특별시 목포시 석현동","1170-25","1170","0025","스타팰리스(1170-25)","월세","34.5000","202504","27","300","35","4","2011","옥암로186번길 13","202504~202604","신규","-","",""
"4575","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202504","27","300","40","6","2015","상야3길 8","202504~202604","신규","-","",""
"4576","전남광주통합특별시 광산구 쌍암동","694-108","0694","0108","로얄스타파크 한국아델리움","전세","47.0700","202504","27","13,000","0","4","2023","첨단강변로 77","202506~202706","신규","-","",""
"4577","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202504","27","300","35","2","2015","상야3길 8","202504~202509","신규","-","",""
"4578","전남광주통합특별시 북구 양산동","1155","1155","0000","양산 명지써밋 주상복합","전세","79.1500","202504","27","21,000","0","6","2024"," ","202506~202706","신규","-","",""
"4579","전남광주통합특별시 서구 농성동","417-10","0417","0010","센트럴 광천 더 퍼스트 오피스텔","전세","29.0400","202504","27","11,000","0","7","2022","죽봉대로66번길 13","202505~202705","신규","-","",""
"4580","전남광주통합특별시 광산구 지죽동","764","0764","0000","광산엘리체 레이크시티","월세","84.9800","202504","27","2,000","70","9","2022","용동길63번길 31","202505~202705","신규","-","",""
"4581","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","38.9100","202504","27","500","55","10","2014","상야2길 7","202504~202604","신규","-","",""
"4582","전남광주통합특별시 광산구 지죽동","764","0764","0000","광산엘리체 레이크시티","월세","84.9600","202504","27","1,000","70","23","2022","용동길63번길 31","202504~202704","신규","-","",""
"4583","전남광주통합특별시 영광군 영광읍 신하리","833-2","0833","0002","샤론오피스텔","월세","29.3300","202504","26","200","22","4","2003","대하길2길 10","202505~202604","신규","-","",""
"4584","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","44.3700","202504","26","1,000","57","7","2015","상야3길 8","202505~202605","신규","-","",""
"4585","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202504","26","300","40","8","2014","상야2길 7","202504~202604","신규","-","",""
"4586","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","33.0100","202504","26","300","45","8","2014","상야2길 7","202504~202604","신규","-","",""
"4587","전남광주통합특별시 서구 농성동","417-36","0417","0036","어반센트럴","월세","49.4900","202504","26","1,000","80","9","2021","죽봉대로 62","202504~202604","신규","-","",""
"4588","전남광주통합특별시 서구 농성동","417-18","0417","0018","골든힐스타워","월세","22.2300","202504","26","300","33","6","2015","죽봉대로78번길 10","202504~202604","갱신","사용","300","33"
"4589","전남광주통합특별시 광산구 쌍암동","687-2","0687","0002","첨단 중해마루힐 2차 주상복합","월세","84.9900","202504","26","1,000","100","25","2023","첨단중앙로182번길 76","202505~202705","신규","-","",""
"4590","전남광주통합특별시 광산구 송정동","845-10","0845","0010","송정역 한국아델리움 더 씨티","전세","49.2100","202504","26","14,000","0","2","2021","송정로15번길 27","202504~202704","신규","-","",""
"4591","전남광주통합특별시 남구 주월동","1328","1328","0000","남구주월 골드클래스 어반시티","전세","65.0900","202504","26","16,800","0","22","2021"," ","202505~202705","갱신","-","16,000","0"
"4592","전남광주통합특별시 무안군 삼향읍 남악리","2624","2624","0000","남악센트레빌리버파크","전세","84.7300","202504","26","14,300","0","2","2019","남악로250번길 60","202307~202707","갱신","-","14,300","0"
"4593","전남광주통합특별시 동구 동명동","174","0174","0000","ST174 쥬네센트로","월세","31.9000","202504","26","500","47","7","2023","동명로 51","202505~202605","신규","-","",""
"4594","전남광주통합특별시 동구 동명동","174","0174","0000","ST174 쥬네센트로","월세","22.1900","202504","26","200","40","8","2023","동명로 51","202504~202604","신규","-","",""
"4595","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202504","25","300","45","6","2014","상야2길 7","202504~202510","신규","-","",""
"4596","전남광주통합특별시 나주시 빛가람동","204-1","0204","0001","휴로스센트럴 오피스텔","전세","30.7700","202504","25","9,500","0","7","2020","상야3길 17","202504~202704","신규","-","",""
"4597","전남광주통합특별시 나주시 빛가람동","204-1","0204","0001","휴로스센트럴 오피스텔","월세","30.7700","202504","25","300","44","6","2020","상야3길 17","202506~202605","신규","-","",""
"4598","전남광주통합특별시 여수시 선원동","1277-2","1277","0002","(1277-2)","월세","32.3000","202504","25","200","45","3","2010","무선8길 16","202505~202605","신규","-","",""
"4599","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202504","25","300","40","6","2014","상야2길 7","202505~202604","신규","-","",""
"4600","전남광주통합특별시 서구 쌍촌동","968-3","0968","0003","에드가리움 2차","월세","27.3600","202504","25","3,000","30","7","2016","상무민주로 10","202505~202604","신규","-","",""
"4601","전남광주통합특별시 광산구 우산동","1576-5","1576","0005","에드가리움","월세","48.3200","202504","25","2,000","55","4","2017"," ","202505~202605","신규","-","",""
"4602","전남광주통합특별시 나주시 빛가람동","190-1","0190","0001","토담휴로스2차","전세","38.2700","202504","25","7,000","0","5","2014","상야1길 8","202505~202705","신규","-","",""
"4603","전남광주통합특별시 서구 풍암동","1106-1","1106","0001","캐슬온리뷰","전세","31.0600","202504","25","9,500","0","10","2018","회재로 1050","202506~202707","신규","-","",""
"4604","전남광주통합특별시 나주시 빛가람동","190-1","0190","0001","토담휴로스2차","전세","38.2700","202504","25","6,700","0","5","2014","상야1길 8","202505~202705","신규","-","",""
"4605","전남광주통합특별시 나주시 빛가람동","279-4","0279","0004","광주전남혁신도시 포레루체오피스텔","월세","48.9400","202504","25","1,000","45","3","2015"," ","202504~202604","신규","-","",""
"4606","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202504","25","300","39","4","2015","상야3길 8","202505~202605","신규","-","",""
"4607","전남광주통합특별시 무안군 삼향읍 남악리","1475","1475","0000","남악도휘에드가7차오피스텔","월세","28.5000","202504","25","300","34","17","2015","후광대로 324","202504~202604","신규","-","",""
"4608","전남광주통합특별시 북구 각화동","594","0594","0000","힐스테이트 각화","월세","24.1300","202504","25","500","38","9","2018","군왕로 295","-","-","-","",""
"4609","전남광주통합특별시 목포시 옥암동","1041-9","1041","0009","한신힐빌리지","월세","42.3600","202504","25","300","33","2","2001","복산길 16","202505~202604","신규","-","",""
"4610","전남광주통합특별시 북구 양산동","1155","1155","0000","양산 명지써밋 주상복합","전세","79.1500","202504","25","23,000","0","26","2024"," ","202505~202705","신규","-","",""
"4611","전남광주통합특별시 서구 농성동","417-18","0417","0018","골든힐스타워","전세","24.3800","202504","25","5,200","0","2","2015","죽봉대로78번길 10","202505~202705","신규","-","",""
"4612","전남광주통합특별시 서구 농성동","417-18","0417","0018","골든힐스타워","전세","24.3800","202504","25","5,200","0","2","2015","죽봉대로78번길 10","202505~202705","신규","-","",""
"4613","전남광주통합특별시 남구 주월동","1328","1328","0000","남구주월 골드클래스 어반시티","전세","65.0900","202504","25","17,500","0","7","2021"," ","202506~202708","신규","-","",""
"4614","전남광주통합특별시 여수시 웅천동","1806-1","1806","0001","여수 웅천캐슬스타","전세","65.7900","202504","25","20,000","0","10","2022","웅천로 371","202505~202705","신규","-","",""
"4615","전남광주통합특별시 광산구 쌍암동","694-106","0694","0106","쌍암동 미르채 리버파크 오피스텔","전세","23.7400","202504","25","10,000","0","16","2021","월계로 235-8","202505~202705","신규","-","",""
"4616","전남광주통합특별시 여수시 웅천동","1719-4","1719","0004","VIGO CITY 오피스텔","월세","36.1800","202504","24","500","55","7","2020","웅천로 19-9","202504~202704","신규","-","",""
"4617","전남광주통합특별시 광산구 쌍암동","672-2","0672","0002","(672-2)","전세","25.9000","202504","24","4,000","0","7","2002","첨단중앙로152번길 81-10","202504~202704","신규","-","",""
"4618","전남광주통합특별시 서구 치평동","1230","1230","0000","상무 대라수 오피스텔","전세","20.5400","202504","24","9,500","0","10","2023","시청로 60","202505~202705","신규","-","",""
