"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"24438","전남광주통합특별시 북구 용봉동","1366-2","1366","0002","용봉동도나우타운2차","월세","49.7041","202407","26","1,000","67","15","2017","저불로70번길 6-2","202407~202507","신규","-","","","아파트"
"24439","전남광주통합특별시 목포시 달동","1331-8","1331","0008","신항만뉴캐슬오션시티2차","월세","79.9440","202407","26","3,000","70","15","2021","허사로57번길 15","202301~202501","신규","-","","","아파트"
"24440","전남광주통합특별시 서구 농성동","417-9","0417","0009","광천프라임아너팰리스","전세","59.8246","202407","26","18,300","0","10","2019","내방로 423","202409~202509","신규","-","","","아파트"
"24441","전남광주통합특별시 목포시 옥암동","1028","1028","0000","부영2차","전세","49.7200","202407","26","5,250","0","4","1994","부흥로 88","202407~202507","신규","-","","","아파트"
"24442","전남광주통합특별시 목포시 옥암동","1027","1027","0000","부영3차","전세","49.7200","202407","26","5,250","0","12","1995","통일대로75번길 14","202408~202508","갱신","-","5,250","0","아파트"
"24443","전남광주통합특별시 북구 신안동","478-18","0478","0018","삼익","전세","84.4700","202407","26","12,000","0","4","1980","자미로 45","202409~202609","신규","-","","","아파트"
"24444","전남광주통합특별시 북구 오치동","1005","1005","0000","주공","월세","44.5200","202407","26","500","32","9","1992","서하로194번길 15","202407~202601","신규","-","","","아파트"
"24445","전남광주통합특별시 북구 삼각동","533","0533","0000","삼각동그린타운","월세","59.8200","202407","26","1,000","50","7","1997","설죽로389번길 70","202408~202608","신규","-","","","아파트"
"24446","전남광주통합특별시 북구 연제동","31-1","0031","0001","새한A","전세","59.9500","202407","26","9,000","0","4","1996","양산제로 50","-","-","-","","","아파트"
"24447","전남광주통합특별시 목포시 옥암동","962","0962","0000","우미1","월세","60.0000","202407","26","500","40","4","1993","삼향천로 131","202407~202507","신규","-","","","아파트"
"24448","전남광주통합특별시 북구 용봉동","1475","1475","0000","용봉동도나우타운","전세","56.9432","202407","26","16,080","0","13","2016","비엔날레로155번길 9","202409~202608","신규","-","","","아파트"
"24449","전남광주통합특별시 북구 일곡동","819-1","0819","0001","현대3","월세","84.9850","202407","26","3,000","70","13","1998","일곡로 120","202408~202608","신규","-","","","아파트"
"24450","전남광주통합특별시 북구 용두동","1135","1135","0000","프라임시티서희스타힐스","전세","84.9385","202407","26","24,500","0","12","2024","거진길 46","202408~202608","신규","-","","","아파트"
"24451","전남광주통합특별시 북구 용봉동","1074-6","1074","0006","한신","월세","59.8500","202407","26","2,000","45","5","1992","용봉택지로 16","202408~202608","신규","-","","","아파트"
"24452","전남광주통합특별시 북구 용봉동","1475","1475","0000","용봉동도나우타운","전세","56.9432","202407","26","16,080","0","12","2016","비엔날레로155번길 9","202409~202608","신규","-","","","아파트"
"24453","전남광주통합특별시 북구 양산동","18-3","0018","0003","호반리젠시빌","월세","37.4790","202407","26","500","40","1","2000","양산로71번길 33","202407~202507","신규","-","","","아파트"
"24454","전남광주통합특별시 목포시 대양동","555-1","0555","0001","영신그린빌","월세","59.9360","202407","26","5,500","5","5","2000","영산로 761-2","-","-","-","","","아파트"
"24455","전남광주통합특별시 북구 북동","59","0059","0000","정한파인시티","월세","47.3000","202407","26","3,000","50","8","2017","금재로36번길 41","202408~202607","신규","-","","","아파트"
"24456","전남광주통합특별시 북구 문흥동","1011-1","1011","0001","중흥파크맨션2","월세","59.9650","202407","26","1,000","50","2","1994","문산로 30","202408~202608","신규","-","","","아파트"
"24457","전남광주통합특별시 북구 문흥동","1011-1","1011","0001","중흥파크맨션2","월세","59.9650","202407","26","1,000","50","2","1994","문산로 30","202408~202608","신규","-","","","아파트"
"24458","전남광주통합특별시 북구 매곡동","290","0290","0000","서광인텔파크","월세","84.8492","202407","26","16,000","45","19","2003","하백로 45","202409~202609","신규","-","","","아파트"
"24459","전남광주통합특별시 북구 매곡동","290","0290","0000","서광인텔파크","월세","84.8492","202407","26","16,000","45","19","2003","하백로 45","202409~202609","신규","-","","","아파트"
"24460","전남광주통합특별시 북구 매곡동","232","0232","0000","대성베르힐","월세","121.5860","202407","26","5,000","100","15","2005","초당로7번길 19","202408~202608","신규","-","","","아파트"
"24461","전남광주통합특별시 북구 용봉동","1475","1475","0000","용봉동도나우타운","전세","56.9432","202407","26","16,080","0","2","2016","비엔날레로155번길 9","202409~202606","갱신","-","16,080","0","아파트"
"24462","전남광주통합특별시 목포시 석현동","1179","1179","0000","목포석현동라송센트럴카운티3차","월세","75.8377","202407","26","18,536","6","2","2019","석현로45번길 22-10","202408~202508","갱신","-","18,281","6","아파트"
"24463","전남광주통합특별시 목포시 상동","886","0886","0000","우성","월세","59.9000","202407","26","1,000","50","12","1994","신흥로 13","202408~202608","신규","-","","","아파트"
"24464","전남광주통합특별시 목포시 용해동","1040","1040","0000","용해지구천년가맘스카운티","월세","59.7500","202407","26","3,000","60","6","2019","용해지구로88번길 7","202407~202607","신규","-","","","아파트"
"24465","전남광주통합특별시 남구 임암동","679","0679","0000","광주효천1엘에이치1단지","월세","37.7000","202407","26","568","24","8","2021","효천로 176","202407~202607","신규","-","","","아파트"
"24466","전남광주통합특별시 남구 봉선동","985","0985","0000","라인광장1","월세","31.4100","202407","26","300","29","9","1987","봉선중앙로 103","202407~202507","신규","-","","","아파트"
"24467","전남광주통합특별시 남구 임암동","679","0679","0000","광주효천1엘에이치1단지","월세","37.7000","202407","26","568","24","8","2021","효천로 176","202406~202607","갱신","-","1,768","20","아파트"
"24468","전남광주통합특별시 목포시 석현동","1179","1179","0000","목포석현동라송센트럴카운티3차","월세","84.6274","202407","26","19,864","6","7","2019","석현로45번길 22-10","202407~202507","갱신","-","18,680","6","아파트"
"24469","전남광주통합특별시 남구 양림동","506","0506","0000","휴먼시아2","월세","46.5300","202407","26","2,854","16","3","2008","정율성로 7","202408~202607","갱신","-","0","16","아파트"
"24470","전남광주통합특별시 목포시 석현동","1179","1179","0000","목포석현동라송센트럴카운티3차","월세","84.6274","202407","26","19,864","6","16","2019","석현로45번길 22-10","202407~202507","신규","-","","","아파트"
"24471","전남광주통합특별시 남구 지석동","444","0444","0000","일진스위트포레","월세","78.3276","202407","26","10,000","40","10","2020","고싸움로164번길 22","202408~202608","신규","-","","","아파트"
"24472","전남광주통합특별시 남구 노대동","827","0827","0000","송화레이크힐","전세","84.6400","202407","26","21,000","0","4","2007","노대실로 33","202408~202608","신규","-","","","아파트"
"24473","전남광주통합특별시 목포시 석현동","1180","1180","0000","목포석현동라송센트럴카운티5차아파트","월세","84.9967","202407","26","20,997","8","20","2020","영산로 648-24","202407~202507","신규","-","","","아파트"
"24474","전남광주통합특별시 남구 진월동","470-1","0470","0001","삼익세라믹2차","월세","59.4000","202407","26","2,000","45","16","1999","서문대로654번길 24","202407~202507","신규","-","","","아파트"
"24475","전남광주통합특별시 목포시 상동","845-1","0845","0001","비파2","전세","48.3400","202407","26","4,500","0","3","1992","백년대로337번길 23","-","-","-","","","아파트"
"24476","전남광주통합특별시 목포시 석현동","1179","1179","0000","목포석현동라송센트럴카운티3차","월세","75.3416","202407","26","18,753","6","20","2019","석현로45번길 22-10","202407~202507","신규","-","","","아파트"
"24477","전남광주통합특별시 목포시 석현동","1180","1180","0000","목포석현동라송센트럴카운티5차아파트","월세","84.9967","202407","26","20,997","8","6","2020","영산로 648-24","202408~202508","갱신","-","20,790","8","아파트"
"24478","전남광주통합특별시 광양시 마동","1161","1161","0000","광양중마우림필유","월세","84.9810","202407","26","5,000","50","3","2012","눈소4길 65","-","-","-","","","아파트"
"24479","전남광주통합특별시 광양시 마동","1360","1360","0000","광양와우지구중흥S-클래스","전세","84.9396","202407","26","21,500","0","20","2024","눈소10길 16","202410~202609","신규","-","","","아파트"
"24480","전남광주통합특별시 광양시 마동","1360","1360","0000","광양와우지구중흥S-클래스","전세","84.9908","202407","26","21,500","0","26","2024","눈소10길 16","202410~202609","신규","-","","","아파트"
"24481","전남광주통합특별시 광산구 운남동","802","0802","0000","운남진아리채리버힐즈","월세","84.9895","202407","26","3,000","100","10","2020","목련로273번길 23","202408~202608","신규","-","","","아파트"
"24482","전남광주통합특별시 광산구 월계동","765-2","0765","0002","첨단라인1","전세","59.9900","202407","26","11,000","0","4","1995","월계로 117-32","202408~202608","신규","-","","","아파트"
"24483","전남광주통합특별시 광산구 월계동","759-3","0759","0003","첨단라인3","전세","84.9100","202407","26","16,000","0","1","1995","임방울대로 727-5","202409~202609","신규","-","","","아파트"
"24484","전남광주통합특별시 광산구 월계동","870-8","0870","0008","일신프레뷰","전세","59.9747","202407","26","18,700","0","27","2020","임방울대로826번길 22-22","202407~202609","신규","-","","","아파트"
"24485","전남광주통합특별시 광산구 도천동","628-1","0628","0001","중흥2차","전세","59.7600","202407","26","6,300","0","3","1995","비아로62번길 12","-","-","-","","","아파트"
"24486","전남광주통합특별시 광양시 마동","1360","1360","0000","광양와우지구중흥S-클래스","전세","84.9396","202407","26","21,500","0","28","2024","눈소10길 16","202410~202609","신규","-","","","아파트"
"24487","전남광주통합특별시 광산구 월곡동","613-1","0613","0001","금호타운","전세","56.6900","202407","26","12,000","0","15","1991","월곡산정로 80","202408~202608","신규","-","","","아파트"
"24488","전남광주통합특별시 광산구 월곡동","613-1","0613","0001","금호타운","전세","56.6900","202407","26","12,000","0","15","1991","월곡산정로 80","202408~202608","신규","-","","","아파트"
"24489","전남광주통합특별시 광양시 중동","1686","1686","0000","성호1차","월세","59.9400","202407","26","400","45","9","1998","광장로 112-20","202407~202607","신규","-","","","아파트"
"24490","전남광주통합특별시 광산구 장덕동","1037","1037","0000","광주수완7신완마을휴먼시아","월세","39.2500","202407","26","2,055","12","1","2011","풍영로329번길 50","202408~202607","갱신","-","1,794","10","아파트"
"24491","전남광주통합특별시 광산구 장덕동","1111","1111","0000","광주수완세영리첼","전세","84.9178","202407","26","25,000","0","18","2014","풍영로 294-23","202409~202609","신규","-","","","아파트"
"24492","전남광주통합특별시 광양시 광영동","733-3","0733","0003","광양광영사랑으로부영1차","전세","73.9049","202407","26","10,941","0","11","2013","나룻1길 39","-","-","-","","","아파트"
"24493","전남광주통합특별시 광양시 광영동","732","0732","0000","광양광영사랑으로부영2차","전세","84.3616","202407","26","12,865","0","4","2013","금영로 16","-","-","-","","","아파트"
"24494","전남광주통합특별시 광양시 중동","1665","1665","0000","성호2차(201~205동)","월세","59.7900","202407","26","1,000","50","4","2003","광장로 70","202408~202608","신규","-","","","아파트"
"24495","전남광주통합특별시 광양시 중동","1665","1665","0000","성호2차(201~205동)","월세","59.7900","202407","26","300","62","5","2003","광장로 70","202408~202508","신규","-","","","아파트"
"24496","전남광주통합특별시 광양시 중동","1665","1665","0000","성호2차(201~205동)","월세","39.8600","202407","26","1,000","28","23","2003","광장로 70","202407~202607","신규","-","","","아파트"
"24497","전남광주통합특별시 광양시 중동","1354","1354","0000","동광2차(부영)","전세","50.1400","202407","26","3,840","0","4","1993","행정1길 9","-","-","-","","","아파트"
"24498","전남광주통합특별시 광양시 광영동","732","0732","0000","광양광영사랑으로부영2차","전세","73.9049","202407","26","10,727","0","10","2013","금영로 16","202408~202508","갱신","-","10,727","0","아파트"
"24499","전남광주통합특별시 광산구 산정동","1023","1023","0000","다사로움1단지","월세","48.0480","202407","26","2,998","18","4","2009","목련로21번길 45","202408~202607","갱신","-","2,861","17","아파트"
"24500","전남광주통합특별시 광산구 산정동","1027","1027","0000","다사로움2단지","월세","59.9368","202407","26","1,000","60","11","2009","목련로 15","202409~202609","신규","-","","","아파트"
"24501","전남광주통합특별시 광산구 우산동","1588-1","1588","0001","우산동동부센트레빌","전세","84.8136","202407","26","26,000","0","14","2019","무진대로 279","202407~202607","신규","-","","","아파트"
"24502","전남광주통합특별시 광양시 광영동","732","0732","0000","광양광영사랑으로부영2차","전세","59.9284","202407","26","9,498","0","14","2013","금영로 16","202408~202507","갱신","-","9,276","0","아파트"
"24503","전남광주통합특별시 광양시 중동","1354","1354","0000","동광2차(부영)","전세","50.1400","202407","26","3,840","0","2","1992","행정1길 9","202408~202508","갱신","사용","3,743","0","아파트"
"24504","전남광주통합특별시 광산구 우산동","1588-1","1588","0001","우산동동부센트레빌","전세","84.9220","202407","26","26,000","0","14","2019","무진대로 279","202407~202607","신규","-","","","아파트"
"24505","전남광주통합특별시 광산구 우산동","1594-2","1594","0002","MaruHiII","월세","20.7468","202407","26","300","35","9","2014","무진대로 278-12","202407~202607","신규","-","","","아파트"
"24506","전남광주통합특별시 광산구 우산동","1602-2","1602","0002","리버힐","전세","49.7200","202407","26","8,500","0","13","1992","우산로 47","202409~202609","신규","-","","","아파트"
"24507","전남광주통합특별시 광양시 마동","1165-10","1165","0010","콤팩트시티","월세","19.3669","202407","26","200","40","3","2018","중마로 561","202407~202507","신규","-","","","아파트"
"24508","전남광주통합특별시 광산구 쌍암동","683-2","0683","0002","광주첨단엘에이치2단지","월세","36.7200","202407","26","5,815","8","5","2020","임방울대로825번길 9","202409~202608","갱신","-","5,648","8","아파트"
"24509","전남광주통합특별시 광양시 마동","1360","1360","0000","광양와우지구중흥S-클래스","전세","84.9908","202407","26","21,500","0","26","2024","눈소10길 16","-","-","-","","","아파트"
"24510","전남광주통합특별시 광양시 마동","1360","1360","0000","광양와우지구중흥S-클래스","전세","84.9396","202407","26","21,500","0","28","2024","눈소10길 16","-","-","-","","","아파트"
"24511","전남광주통합특별시 광양시 마동","1165-10","1165","0010","콤팩트시티","월세","19.3669","202407","26","200","40","3","2018","중마로 561","202407~202507","신규","-","","","아파트"
"24512","전남광주통합특별시 광산구 쌍암동","694-70","0694","0070","첨단도휘에드가2차","월세","19.6900","202407","26","1,000","31","8","2015","월계로 223-20","202407~202607","신규","-","","","아파트"
"24513","전남광주통합특별시 광산구 쌍암동","661-8","0661","0008","첨단AM-City3차","월세","19.1437","202407","26","300","38","9","2013","첨단중앙로152번길 17-12","202407~202507","신규","-","","","아파트"
"24514","전남광주통합특별시 광양시 마동","1360","1360","0000","광양와우지구중흥S-클래스","전세","84.9396","202407","26","21,500","0","20","2024","눈소10길 16","202410~202609","신규","-","","","아파트"
"24515","전남광주통합특별시 무안군 삼향읍 남악리","2270","2270","0000","남악상록","전세","59.9900","202407","26","11,219","0","17","2009","남악2로22번길 59","-","-","-","","","아파트"
"24516","전남광주통합특별시 무안군 삼향읍 남악리","2270","2270","0000","남악상록","전세","59.9900","202407","26","11,219","0","19","2009","남악2로22번길 59","202408~202608","신규","-","","","아파트"
"24517","전남광주통합특별시 무안군 삼향읍 남악리","2105","2105","0000","펠리시티3차주상복합","전세","59.9355","202407","26","16,500","0","5","2016","남악3로 55","202409~202609","신규","-","","","아파트"
"24518","전남광주통합특별시 광양시 광양읍 덕례리","1849","1849","0000","세미존서희스타힐스","전세","80.9458","202407","26","20,000","0","16","2023","무선2길 15","202408~202608","신규","-","","","아파트"
"24519","전남광주통합특별시 순천시 해룡면 상삼리","657","0657","0000","부영3","전세","49.7200","202407","26","6,775","0","1","1994","기적의도서관길 90","202408~202508","갱신","사용","6,604","0","아파트"
"24520","전남광주통합특별시 순천시 해룡면 상삼리","694","0694","0000","청솔2","전세","56.4000","202407","26","9,400","0","15","2001","대석길 98","202408~202608","갱신","사용","9,400","0","아파트"
"24521","전남광주통합특별시 화순군 화순읍 신기리","405-3","0405","0003","부영6","전세","49.9200","202407","26","4,382","0","7","1998","광덕로 215","202408~202508","신규","-","","","아파트"
"24522","전남광주통합특별시 화순군 화순읍 신기리","405-3","0405","0003","부영6","전세","59.7600","202407","26","6,082","0","8","1998","광덕로 215","202408~202508","신규","-","","","아파트"
"24523","전남광주통합특별시 고흥군 도양읍 봉암리","1514","1514","0000","주공","월세","49.6200","202407","26","200","45","5","1998","천마로 145-4","202407~202607","신규","-","","","아파트"
"24524","전남광주통합특별시 광양시 옥곡면 신금리","1876","1876","0000","광양의봄프리미엄2","월세","84.9884","202407","26","15,000","5","19","2021","광영의암2로 2","202407~202902","신규","-","","","아파트"
"24525","전남광주통합특별시 영광군 영광읍 도동리","360","0360","0000","도동휴먼시아","월세","46.9000","202407","26","1,686","12","6","2010","물무로 227","202407~202608","신규","-","","","아파트"
"24526","전남광주통합특별시 광산구 송정동","593","0593","0000","모아","월세","39.5200","202407","26","500","35","12","1997","송도로320번길 16-6","202407~202607","신규","-","","","아파트"
"24527","전남광주통합특별시 영광군 영광읍 단주리","686","0686","0000","영광성화누리안아파트","전세","84.8344","202407","26","17,990","0","13","2022","옥당로1길 7","-","-","-","","","아파트"
"24528","전남광주통합특별시 장흥군 장흥읍 건산리","813","0813","0000","미르채아파트","전세","84.8482","202407","26","18,383","0","6","2017","장흥로 76-25","202407~202607","신규","-","","","아파트"
"24529","전남광주통합특별시 화순군 화순읍 광덕리","300","0300","0000","부영2","전세","60.0000","202407","26","5,859","0","1","1995","광덕로 155","202409~202509","신규","-","","","아파트"
"24530","전남광주통합특별시 화순군 화순읍 광덕리","300","0300","0000","부영2","전세","60.0000","202407","26","5,934","0","8","1995","광덕로 155","202407~202507","신규","-","","","아파트"
"24531","전남광주통합특별시 무안군 삼향읍 남악리","1592","1592","0000","신동아파밀리에","전세","84.9600","202407","26","16,000","0","5","2008","남악영산길 39","202408~202608","신규","-","","","아파트"
"24532","전남광주통합특별시 광산구 소촌동","610","0610","0000","서라1","월세","59.9650","202407","26","500","45","8","1995","어등대로665번길 27","202408~202508","신규","-","","","아파트"
"24533","전남광주통합특별시 광산구 소촌동","877","0877","0000","소촌동모아엘가에듀퍼스트아파트","월세","59.9946","202407","26","2,000","80","4","2017","소촌로 100","202409~202609","신규","-","","","아파트"
"24534","전남광주통합특별시 여수시 소라면 죽림리","1111","1111","0000","여수죽림사랑으로부영2차","전세","59.9284","202407","26","17,000","0","12","2014","덕양로 114","202409~202609","신규","-","","","아파트"
"24535","전남광주통합특별시 여수시 소라면 죽림리","1111","1111","0000","여수죽림사랑으로부영2차","전세","59.9284","202407","26","12,542","0","2","2014","덕양로 114","-","-","-","","","아파트"
"24536","전남광주통합특별시 여수시 소라면 죽림리","1111","1111","0000","여수죽림사랑으로부영2차","전세","59.9284","202407","26","17,000","0","12","2014","덕양로 114","202409~202609","신규","-","","","아파트"
"24537","전남광주통합특별시 광산구 선암동","553","0553","0000","선운리버프라임","월세","74.9800","202407","26","7,300","45","2","2017","선운로 65","202306~202507","갱신","-","4,400","58","아파트"
"24538","전남광주통합특별시 광산구 선암동","782","0782","0000","선운지구진아리채","월세","78.0887","202407","26","10,000","60","5","2014","선운로 33","202409~202609","신규","-","","","아파트"
"24539","전남광주통합특별시 광산구 선암동","553","0553","0000","선운리버프라임","월세","66.9600","202407","26","3,000","80","24","2017","선운로 65","202408~202608","신규","-","","","아파트"
"24540","전남광주통합특별시 고흥군 고흥읍 등암리","1681","1681","0000","제이아트고흥아파트","전세","84.9320","202407","26","18,460","0","8","2022","고흥군청로 7","-","-","-","","","아파트"
"24541","전남광주통합특별시 무안군 일로읍 오룡리","314","0314","0000","힐스테이트오룡1단지","전세","84.9339","202407","26","15,000","0","8","2024","오룡번영1로 95","202408~202808","신규","-","","","아파트"
"24542","전남광주통합특별시 화순군 화순읍 만연리","243","0243","0000","부영3","전세","49.9200","202407","26","4,439","0","1","1997","광덕로 180","202408~202508","신규","-","","","아파트"
"24543","전남광주통합특별시 순천시 해룡면 상삼리","661","0661","0000","부영6","전세","60.0000","202407","26","8,559","0","13","1995","장선배기길 272","202408~202508","갱신","사용","8,343","0","아파트"
"24544","전남광주통합특별시 순천시 조례동","168","0168","0000","트리마제순천1단지","전세","84.9828","202407","26","44,121","0","6","2024","왕조로 55","202411~202611","신규","-","","","아파트"
"24545","전남광주통합특별시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","전세","76.9612","202407","26","33,000","0","25","2022","월드컵4강로 27","202408~202608","신규","-","","","아파트"
"24546","전남광주통합특별시 서구 화정동","23-37","0023","0037","유탑유블레스","월세","23.1449","202407","26","1,500","40","14","2013","내방로 349","202408~202508","신규","-","","","아파트"
"24547","전남광주통합특별시 서구 화정동","440","0440","0000","화정우미","전세","115.1850","202407","26","24,000","0","5","1996","염화로31번길 23","202408~202608","신규","-","","","아파트"
"24548","전남광주통합특별시 순천시 가곡동","1032-2","1032","0002","참샘마을","월세","51.9300","202407","26","2,902","18","9","2010","고지1길 57","202408~202607","신규","-","","","아파트"
"24549","전남광주통합특별시 순천시 조례동","168","0168","0000","트리마제순천1단지","전세","84.9828","202407","26","44,121","0","6","2024","왕조로 55","202412~202612","신규","-","","","아파트"
"24550","전남광주통합특별시 순천시 조례동","168","0168","0000","트리마제순천1단지","전세","84.9828","202407","26","44,121","0","6","2024","왕조로 55","202412~202612","신규","-","","","아파트"
"24551","전남광주통합특별시 순천시 조례동","766","0766","0000","시대","월세","37.3880","202407","26","1,000","40","4","1992","비봉2길 22","202407~202507","신규","-","","","아파트"
"24552","전남광주통합특별시 순천시 조례동","766","0766","0000","시대","월세","37.3880","202407","26","4,000","10","10","1992","비봉2길 22","-","-","-","","","아파트"
"24553","전남광주통합특별시 순천시 연향동","1384-3","1384","0003","부영1","전세","60.0000","202407","26","7,786","0","7","1992","연향1로 55","202407~202507","갱신","사용","7,589","0","아파트"
"24554","전남광주통합특별시 순천시 연향동","1384-3","1384","0003","부영1","전세","60.0000","202407","26","7,786","0","10","1992","연향1로 55","202408~202508","갱신","-","7,589","0","아파트"
"24555","전남광주통합특별시 서구 치평동","1174-3","1174","0003","라인동산","월세","59.8700","202407","26","1,000","74","17","1999","상무평화로 64","202408~202608","신규","-","","","아파트"
"24556","전남광주통합특별시 순천시 연향동","1384-3","1384","0003","부영1","전세","60.0000","202407","26","7,786","0","1","1992","연향1로 55","202408~202508","갱신","-","7,589","0","아파트"
"24557","전남광주통합특별시 순천시 연향동","1384-2","1384","0002","우미","전세","49.9200","202407","26","6,500","0","11","1992","연향2로 56","202408~202608","신규","-","","","아파트"
"24558","전남광주통합특별시 순천시 조례동","1658","1658","0000","주공7","월세","39.7400","202407","26","500","40","13","1996","봉화2길 116","202408~202608","신규","-","","","아파트"
"24559","전남광주통합특별시 순천시 조례동","766","0766","0000","시대","월세","37.3880","202407","26","300","43","17","1992","비봉2길 22","202408~202508","신규","-","","","아파트"
"24560","전남광주통합특별시 순천시 조례동","766","0766","0000","시대","월세","37.3880","202407","26","300","38","2","1995","비봉2길 22","202407~202601","신규","-","","","아파트"
"24561","전남광주통합특별시 순천시 용당동","764","0764","0000","e편한세상순천1단지","전세","110.4271","202407","26","37,000","0","12","2020","용당삼산로 29","202408~202708","갱신","-","37,000","0","아파트"
"24562","전남광주통합특별시 서구 마륵동","815","0815","0000","광주상무역골드클래스아파트","전세","119.7448","202407","26","40,000","0","5","2023","북촌길 31","202409~202609","신규","-","","","아파트"
"24563","전남광주통합특별시 여수시 화장동","740","0740","0000","무선주공2차","전세","58.1400","202407","26","9,000","0","15","1995","무선2길 39","202408~202607","신규","-","","","아파트"
"24564","전남광주통합특별시 여수시 문수동","480","0480","0000","부영10차","전세","49.7100","202407","26","7,321","0","3","1999","여문2로 62","202408~202508","신규","-","","","아파트"
"24565","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","전세","49.7200","202407","26","5,940","0","14","1996","여문2로 61","202408~202508","신규","-","","","아파트"
"24566","전남광주통합특별시 서구 쌍촌동","1380","1380","0000","상무엘리체","전세","84.9977","202407","26","28,000","0","19","2018","월드컵4강로197번길 12","202410~202610","신규","-","","","아파트"
"24567","전남광주통합특별시 서구 마륵동","815","0815","0000","광주상무역골드클래스아파트","전세","119.7448","202407","26","32,000","0","1","2023","북촌길 31","202411~202611","신규","-","","","아파트"
"24568","전남광주통합특별시 순천시 조례동","1658","1658","0000","주공7","월세","49.6200","202407","26","1,000","50","13","1996","봉화2길 116","202409~202609","신규","-","","","아파트"
"24569","전남광주통합특별시 서구 화정동","1709","1709","0000","광주화정동골드클래스주상복합","전세","84.9893","202407","26","30,000","0","4","2022","죽봉대로 17","202410~202610","갱신","사용","30,000","0","아파트"
"24570","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","전세","49.7200","202407","26","5,940","0","6","1996","여문2로 61","202408~202508","신규","-","","","아파트"
"24571","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","전세","49.7200","202407","26","5,940","0","8","1996","여문2로 61","202409~202509","신규","-","","","아파트"
"24572","전남광주통합특별시 순천시 연향동","1386","1386","0000","부영2","전세","60.0000","202407","26","7,786","0","3","1993","연향1로 62","202408~202508","갱신","-","7,589","0","아파트"
"24573","전남광주통합특별시 서구 광천동","895","0895","0000","e편한세상","전세","84.8921","202407","26","28,000","0","3","2010","화운로 278","202409~202609","신규","-","","","아파트"
"24574","전남광주통합특별시 순천시 조례동","1418-1","1418","0001","조례3차골드클래스","월세","107.4978","202407","26","11,000","168","3","2023","봉화1길 83","202410~202610","신규","-","","","아파트"
"24575","전남광주통합특별시 순천시 조례동","1894","1894","0000","순천오네뜨센트럴","전세","84.9617","202407","26","28,000","0","8","2024","우명새길 25","202408~202508","신규","-","","","아파트"
"24576","전남광주통합특별시 서구 쌍촌동","11","0011","0000","부건빛고을","전세","84.9278","202407","25","20,500","0","3","2005","천변좌하로 532","202410~202610","신규","-","","","아파트"
"24577","전남광주통합특별시 순천시 조례동","766","0766","0000","시대","전세","36.3680","202407","25","6,615","0","15","1992","비봉2길 22","202408~202508","신규","-","","","아파트"
"24578","전남광주통합특별시 순천시 조례동","1884","1884","0000","영무예다음","월세","84.8900","202407","25","3,000","110","16","2019","장승길 27","202408~202608","신규","-","","","아파트"
"24579","전남광주통합특별시 순천시 조례동","505-3","0505","0003","현대","전세","59.8500","202407","25","11,200","0","9","1995","장승길 40","-","-","-","","","아파트"
"24580","전남광주통합특별시 순천시 조례동","1611","1611","0000","중흥파크2","월세","59.9700","202407","25","1,000","60","1","1995","장선배기길 63","202408~202608","신규","-","","","아파트"
"24581","전남광주통합특별시 순천시 연향동","1626-1","1626","0001","호반리젠시빌1","전세","36.0660","202407","25","7,500","0","14","2000","안산길 5","202407~202607","신규","-","","","아파트"
"24582","전남광주통합특별시 순천시 오천동","953-1","0953","0001","순천오천사랑으로부영아파트","월세","84.9933","202407","25","9,463","40","3","2017","오천7길 12","202408~202508","갱신","사용","9,215","39","아파트"
"24583","전남광주통합특별시 여수시 화장동","882","0882","0000","주공3단지","월세","39.8400","202407","25","1,338","8","9","2005","덕양로 157","202408~202607","갱신","-","1,276","8","아파트"
"24584","전남광주통합특별시 순천시 조례동","1630","1630","0000","중흥파크1","월세","49.7700","202407","25","500","40","8","1993","장선배기길 105","202407~202607","신규","-","","","아파트"
