"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"5881","전남광주통합특별시 광산구 신가동","1***","12m미만","39.00","월세","202406","01","500","60","2013","수완로9번길","202406~202505","신규","-","","","단독다가구"
"5882","전남광주통합특별시 광산구 신가동","1***","25m미만","15.70","월세","202406","01","300","35","2016","수완로11번길","202406~202506","신규","-","","","단독다가구"
"5883","전남광주통합특별시 광산구 신가동","9**","12m미만","27.76","월세","202406","01","200","29","2008","수등로243번길","202406~202505","신규","-","","","단독다가구"
"5884","전남광주통합특별시 진도군 임회면 백동리","4**","8m미만","43.60","전세","202406","01","2,000","0","1975","백동길","202406~202605","신규","-","","","단독다가구"
"5885","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","33.00","월세","202406","01","300","50","","송산4길","-","-","-","","","단독다가구"
"5886","전남광주통합특별시 동구 대인동","3**","25m미만","32.21","월세","202405","31","500","43","2015","동계천로","202405~202605","신규","-","","","단독다가구"
"5887","전남광주통합특별시 북구 용봉동","1**","8m미만","30.00","월세","202405","31","500","45","1995","우치로100번길","202406~202505","신규","-","","","단독다가구"
"5888","전남광주통합특별시 여수시 돌산읍 우두리","1***","8m미만","42.24","월세","202405","31","500","55","2021","강남4길","202406~202506","신규","-","","","단독다가구"
"5889","전남광주통합특별시 광산구 소촌동","*","8m미만","25.00","월세","202405","31","100","30","2005","금봉로63번길","202406~202505","신규","-","","","단독다가구"
"5890","전남광주통합특별시 북구 용봉동","1***","8m미만","57.69","월세","202405","31","500","38","1989","반룡로","202406~202605","신규","-","","","단독다가구"
"5891","전남광주통합특별시 목포시 연산동","1***","12m미만","68.31","전세","202405","31","7,000","0","2016","연산백련로7번길","202405~202605","갱신","-","7,000","0","단독다가구"
"5892","전남광주통합특별시 북구 두암동","8**","8m미만","15.00","전세","202405","31","700","0","","면앙로156번길","202405~202605","신규","-","","","단독다가구"
"5893","전남광주통합특별시 서구 내방동","8**","12m미만","20.00","월세","202405","31","200","41","","상무대로1019번길","202405~202505","신규","-","","","단독다가구"
"5894","전남광주통합특별시 북구 용봉동","1***","8m미만","52.00","월세","202405","31","100","40","","용주로8번길","202406~202606","신규","-","","","단독다가구"
"5895","전남광주통합특별시 북구 용봉동","1***","25m미만","42.00","월세","202405","31","200","30","2015","비엔날레로","202405~202505","신규","-","","","단독다가구"
"5896","전남광주통합특별시 북구 오치동","1***","12m미만","50.00","월세","202405","31","2,000","40","1997","송월로50번길","202406~202606","신규","-","","","단독다가구"
"5897","전남광주통합특별시 광산구 수완동","1***","12m미만","56.98","전세","202405","31","9,500","0","","수완로50번길","202406~202606","신규","-","","","단독다가구"
"5898","전남광주통합특별시 동구 소태동","6**","12m미만","66.31","월세","202405","31","500","37","","지원로12번길","202406~202606","신규","-","","","단독다가구"
"5899","전남광주통합특별시 광산구 월계동","8**","25m미만","33.00","월세","202405","31","500","35","1998","산월로","202405~202605","신규","-","","","단독다가구"
"5900","전남광주통합특별시 서구 금호동","4**","8m미만","25.00","월세","202405","31","300","39","2016","운천로91번길","202406~202506","신규","-","","","단독다가구"
"5901","전남광주통합특별시 서구 쌍촌동","1***","12m미만","25.00","월세","202405","31","200","40","2003","상무오월로52번길","202406~202506","신규","-","","","단독다가구"
"5902","전남광주통합특별시 목포시 남교동","8*","25m미만","249.48","월세","202405","31","5,000","20","1986","수문로","202406~202505","신규","-","","","단독다가구"
"5903","전남광주통합특별시 서구 화정동","7**","12m미만","24.13","월세","202405","31","200","35","2012","화운로156번길","202405~202505","신규","-","","","단독다가구"
"5904","전남광주통합특별시 해남군 해남읍 연동리","2**","8m미만","62.80","월세","202405","31","500","8","","읍옥동길","202406~202906","신규","-","","","단독다가구"
"5905","전남광주통합특별시 광양시 광양읍 덕례리","1***","8m미만","124.00","월세","202405","31","1,500","75","2018","예구5길","202406~202506","신규","-","","","단독다가구"
"5906","전남광주통합특별시 서구 쌍촌동","9**","25m미만","28.00","월세","202405","31","300","58","2013","쌍촌로","202406~202506","신규","-","","","단독다가구"
"5907","전남광주통합특별시 광산구 하남동","1***","25m미만","21.00","월세","202405","31","300","29","","마항길","-","-","-","","","단독다가구"
"5908","전남광주통합특별시 광산구 하남동","8**","8m미만","29.78","월세","202405","31","300","70","2021","고봉로125번안길","202405~202505","신규","-","","","단독다가구"
"5909","전남광주통합특별시 광산구 산정동","9**","12m미만","77.79","월세","202405","31","1,000","90","","산정로","202406~202605","신규","-","","","단독다가구"
"5910","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","27.00","월세","202405","31","200","33","2016","송산4길","202405~202505","신규","-","","","단독다가구"
"5911","전남광주통합특별시 서구 쌍촌동","9**","12m미만","35.00","월세","202405","31","200","40","2015","상무대로868번길","202406~202506","신규","-","","","단독다가구"
"5912","전남광주통합특별시 서구 쌍촌동","1***","8m미만","22.19","월세","202405","31","300","55","2021","쌍촌로27번길","202405~202505","신규","-","","","단독다가구"
"5913","전남광주통합특별시 순천시 석현동","8**","12m미만","30.00","월세","202405","31","100","23","2017","석현북길","202406~202506","신규","-","","","단독다가구"
"5914","전남광주통합특별시 여수시 신기동","9*","12m미만","66.69","월세","202405","31","200","21","1991","시전6길","202407~202506","신규","-","","","단독다가구"
"5915","전남광주통합특별시 여수시 문수동","4**","25m미만","59.76","전세","202405","31","8,582","0","","여문2로","202405~202505","갱신","-","7,327","8","단독다가구"
"5916","전남광주통합특별시 여수시 문수동","4**","8m미만","29.75","월세","202405","31","200","30","2012","문수7길","202406~202506","신규","-","","","단독다가구"
"5917","전남광주통합특별시 여수시 선원동","1***","12m미만","28.00","월세","202405","31","200","45","2002","선원4길","202405~202411","신규","-","","","단독다가구"
"5918","전남광주통합특별시 여수시 여서동","2**","8m미만","66.78","월세","202405","31","2,000","35","1991","여서동4길","202407~202607","신규","-","","","단독다가구"
"5919","전남광주통합특별시 여수시 학동","1**","8m미만","24.00","월세","202405","31","100","35","","시청서2길","202406~202506","신규","-","","","단독다가구"
"5920","전남광주통합특별시 여수시 학동","1**","12m미만","55.00","월세","202405","31","1,000","63","2022","시청서3길","202406~202506","신규","-","","","단독다가구"
"5921","전남광주통합특별시 여수시 신기동","1**","12m미만","36.00","월세","202405","31","200","45","","시전3길","202406~202506","신규","-","","","단독다가구"
"5922","전남광주통합특별시 순천시 동외동","2**","8m미만","26.40","전세","202405","30","3,500","0","","북문3길","202406~202606","신규","-","","","단독다가구"
"5923","전남광주통합특별시 나주시 빛가람동","4**","25m미만","59.93","월세","202405","30","500","60","2021","황동1길","202406~202506","신규","-","","","단독다가구"
"5924","전남광주통합특별시 여수시 문수동","1**","8m미만","30.00","월세","202405","30","200","36","","문수3길","202406~202506","신규","-","","","단독다가구"
"5925","전남광주통합특별시 여수시 봉강동","1**","8m미만","50.00","전세","202405","30","4,700","0","","봉강2길","202405~202605","신규","-","","","단독다가구"
"5926","전남광주통합특별시 여수시 공화동","9**","12m미만","98.38","월세","202405","30","300","40","1976","공화남5길","202405~202605","신규","-","","","단독다가구"
"5927","전남광주통합특별시 무안군 삼향읍 남악리","2***","12m미만","28.00","월세","202405","30","300","45","2022","남악5로26번길","202406~202503","신규","-","","","단독다가구"
"5928","전남광주통합특별시 북구 양산동","8**","12m미만","33.00","월세","202405","30","200","32","2012","양산택지로33번길","202405~202505","신규","-","","","단독다가구"
"5929","전남광주통합특별시 순천시 매곡동","2**","8m미만","13.22","월세","202405","30","100","28","2004","북정5길","202405~202412","신규","-","","","단독다가구"
"5930","전남광주통합특별시 화순군 화순읍 신기리","2**","8m미만","198.00","전세","202405","30","10,000","0","1982","소천길","202405~202705","신규","-","","","단독다가구"
"5931","전남광주통합특별시 광양시 광양읍 덕례리","1***","8m미만","22.00","월세","202405","30","200","30","2017","예구8길","-","-","-","","","단독다가구"
"5932","전남광주통합특별시 서구 내방동","8**","12m미만","23.14","월세","202405","30","200","25","2013","월드컵4강로198번길","202406~202506","신규","-","","","단독다가구"
"5933","전남광주통합특별시 화순군 화순읍 신기리","3**","8m미만","40.00","월세","202405","30","300","38","","부처샘길","202406~202505","신규","-","","","단독다가구"
"5934","전남광주통합특별시 남구 주월동","4**","8m미만","68.30","월세","202405","30","100","25","1979","광복마을7길","202406~202606","신규","-","","","단독다가구"
"5935","전남광주통합특별시 광산구 용곡동","1**","8m미만","99.59","월세","202405","30","0","50","2017","용곡길12번길","202405~202605","신규","-","","","단독다가구"
"5936","전남광주통합특별시 동구 산수동","5**","12m미만","24.21","월세","202405","30","200","32","2017","필문대로187번길","202406~202506","신규","-","","","단독다가구"
"5937","전남광주통합특별시 광산구 신창동","1***","12m미만","19.00","월세","202405","30","200","24","2009","신창로48번길","202405~202505","신규","-","","","단독다가구"
"5938","전남광주통합특별시 북구 양산동","8**","12m미만","33.00","월세","202405","30","200","35","2012","양산택지로33번길","202405~202505","신규","-","","","단독다가구"
"5939","전남광주통합특별시 북구 일곡동","9**","12m미만","30.00","월세","202405","30","200","33","2014","일곡로","202406~202506","신규","-","","","단독다가구"
"5940","전남광주통합특별시 북구 양산동","8**","12m미만","23.14","월세","202405","30","200","38","","양산택지로33번길","202405~202505","신규","-","","","단독다가구"
"5941","전남광주통합특별시 광산구 월계동","8**","12m미만","25.00","월세","202405","30","200","37","2005","월계로150번길","202405~202505","신규","-","","","단독다가구"
"5942","전남광주통합특별시 북구 두암동","4**","8m미만","59.41","월세","202405","30","1,000","40","","참판로","202406~202606","신규","-","","","단독다가구"
"5943","전남광주통합특별시 광산구 수완동","1***","12m미만","39.00","월세","202405","30","500","50","2014","수완로106번길","202405~202505","신규","-","","","단독다가구"
"5944","전남광주통합특별시 북구 신용동","7**","12m미만","42.00","월세","202405","30","300","40","2013","첨단연신로108번길","202405~202505","신규","-","","","단독다가구"
"5945","전남광주통합특별시 광산구 도산동","1***","12m미만","26.00","월세","202405","30","300","30","2018","남동길30번길","202406~202505","신규","-","","","단독다가구"
"5946","전남광주통합특별시 남구 진월동","3**","8m미만","60.90","월세","202405","30","9,500","5","","금당로1번안길","202407~202607","신규","-","","","단독다가구"
"5947","전남광주통합특별시 동구 동명동","7*","8m미만","30.00","월세","202405","30","2,000","25","","동계천로","202406~202505","신규","-","","","단독다가구"
"5948","전남광주통합특별시 목포시 상동","7**","8m미만","33.00","월세","202405","30","300","21","2014","상리로15번길","202405~202712","갱신","-","300","21","단독다가구"
"5949","전남광주통합특별시 광산구 신가동","9**","12m미만","40.00","월세","202405","30","400","30","","신가삼효로","-","-","-","","","단독다가구"
"5950","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","33.00","월세","202405","30","5,000","30","2020","송산6길","202406~202506","신규","-","","","단독다가구"
"5951","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","22.05","월세","202405","30","300","55","2023","송산2길","202405~202505","신규","-","","","단독다가구"
"5952","전남광주통합특별시 목포시 상동","9**","12m미만","85.95","월세","202405","30","500","35","1997","입암로42번길","202405~202605","신규","-","","","단독다가구"
"5953","전남광주통합특별시 목포시 용당동","1***","12m미만","52.90","월세","202405","30","500","35","1977","영산로258번길","202405~202605","신규","-","","","단독다가구"
"5954","전남광주통합특별시 남구 봉선동","1***","12m미만","25.00","전세","202405","30","2,500","0","1992","대남대로181번길","202406~202605","신규","-","","","단독다가구"
"5955","전남광주통합특별시 북구 문흥동","9**","12m미만","41.00","전세","202405","29","3,000","0","1997","부남길","202405~202605","신규","-","","","단독다가구"
"5956","전남광주통합특별시 북구 신용동","8**","25m미만","36.00","월세","202405","29","300","45","2014","첨단연신로108번길","202406~202506","신규","-","","","단독다가구"
"5957","전남광주통합특별시 서구 쌍촌동","9**","12m미만","27.09","월세","202405","29","2,000","45","2020","쌍촌로65번길","202405~202505","신규","-","","","단독다가구"
"5958","전남광주통합특별시 서구 풍암동","9**","12m미만","60.00","월세","202405","29","300","30","2004","풍금로12번길","202406~202505","신규","-","","","단독다가구"
"5959","전남광주통합특별시 북구 두암동","8**","8m미만","23.00","월세","202405","29","100","25","2004","동문대로110번길","202405~202505","신규","-","","","단독다가구"
"5960","전남광주통합특별시 장흥군 장흥읍 건산리","4**","12m미만","25.00","월세","202405","29","400","40","2012","의향길","202406~202505","신규","-","","","단독다가구"
"5961","전남광주통합특별시 남구 봉선동","1***","25m미만","54.30","월세","202405","29","7,000","5","","대남대로117번길","202406~202606","갱신","-","7,000","10","단독다가구"
"5962","전남광주통합특별시 남구 봉선동","1***","8m미만","71.16","월세","202405","29","500","45","1989","봉선중1길","202407~202606","신규","-","","","단독다가구"
"5963","전남광주통합특별시 북구 우산동","1**","8m미만","53.43","전세","202405","29","3,000","0","","동문대로111번길","202405~202605","신규","-","","","단독다가구"
"5964","전남광주통합특별시 서구 내방동","8**","12m미만","29.06","전세","202405","29","9,500","0","2022","월드컵4강로198번길","202406~202606","신규","-","","","단독다가구"
"5965","전남광주통합특별시 서구 치평동","1***","12m미만","33.00","월세","202405","29","500","43","2013","상무화원로18번길","-","-","-","","","단독다가구"
"5966","전남광주통합특별시 서구 치평동","1***","12m미만","22.42","월세","202405","29","100","38","2012","상무화원로4번길","202405~202408","신규","-","","","단독다가구"
"5967","전남광주통합특별시 북구 중흥동","2**","12m미만","22.37","월세","202405","29","500","45","2023","호동로46번길","202406~202606","신규","-","","","단독다가구"
"5968","전남광주통합특별시 목포시 옥암동","1***","12m미만","101.92","전세","202405","29","10,000","0","2011","후광대로143번길","202406~202701","신규","-","","","단독다가구"
"5969","전남광주통합특별시 북구 양산동","8**","12m미만","36.00","월세","202405","29","300","46","","양산택지로37번길","202406~202409","신규","-","","","단독다가구"
"5970","전남광주통합특별시 북구 양산동","6**","12m미만","25.00","월세","202405","29","100","25","2009","상촌로43번길","202405~202505","신규","-","","","단독다가구"
"5971","전남광주통합특별시 북구 두암동","2**","12m미만","229.08","월세","202405","29","9,000","25","2018","밤실로181번길","202406~202606","신규","-","","","단독다가구"
"5972","전남광주통합특별시 광산구 월계동","7**","12m미만","50.00","월세","202405","29","500","45","1998","월계로34번길","202406~202606","신규","-","","","단독다가구"
"5973","전남광주통합특별시 광산구 수완동","1***","12m미만","23.00","월세","202405","29","200","35","2013","수완로74번길","202406~202506","신규","-","","","단독다가구"
"5974","전남광주통합특별시 서구 내방동","3**","12m미만","22.39","전세","202405","29","9,500","0","2019","내방로318번길","202406~202606","신규","-","","","단독다가구"
"5975","전남광주통합특별시 광산구 하남동","1***","12m미만","14.37","월세","202405","29","200","33","2021","단전1길","202405~202505","신규","-","","","단독다가구"
"5976","전남광주통합특별시 서구 내방동","8**","12m미만","18.52","전세","202405","29","6,000","0","","상무대로1005번길","202406~202606","신규","-","","","단독다가구"
"5977","전남광주통합특별시 서구 쌍촌동","2**","12m미만","33.00","월세","202405","29","300","60","2018","월드컵4강로198번길","202405~202505","신규","-","","","단독다가구"
"5978","전남광주통합특별시 서구 유촌동","8**","12m미만","50.00","월세","202405","29","1,000","43","2010","칠성로52번길","202405~202605","신규","-","","","단독다가구"
"5979","전남광주통합특별시 동구 대인동","3**","25m미만","171.38","월세","202405","29","1,000","20","1981","구성로","202406~202606","신규","-","","","단독다가구"
"5980","전남광주통합특별시 여수시 문수동","1**","12m미만","228.33","월세","202405","29","300","50","","소미1길","202405~202505","신규","-","","","단독다가구"
"5981","전남광주통합특별시 순천시 조례동","1***","25m미만","137.08","월세","202405","29","500","45","1999","왕궁길","202406~202606","신규","-","","","단독다가구"
"5982","전남광주통합특별시 여수시 미평동","3**","8m미만","36.30","월세","202405","29","100","35","2011","미평10길","202405~202505","신규","-","","","단독다가구"
"5983","전남광주통합특별시 순천시 조례동","1***","25m미만","34.67","월세","202405","28","200","40","2016","조례원님길","202405~202505","갱신","-","200","40","단독다가구"
"5984","전남광주통합특별시 여수시 안산동","4**","25m이상","50.00","월세","202405","28","4,158","14","","소호로","202406~202506","갱신","-","4,053","13","단독다가구"
"5985","전남광주통합특별시 여수시 공화동","1***","12m미만","73.00","전세","202405","28","9,500","0","1981","공화북4길","-","-","-","","","단독다가구"
"5986","전남광주통합특별시 나주시 과원동","1*","12m미만","23.14","월세","202405","28","200","28","","박정길","202405~202505","신규","-","","","단독다가구"
"5987","전남광주통합특별시 순천시 연향동","1***","12m미만","30.00","월세","202405","28","300","30","2016","상대석1길","202405~202505","신규","-","","","단독다가구"
"5988","전남광주통합특별시 순천시 조례동","7**","8m미만","30.44","월세","202405","28","200","42","","비봉2길","202405~202505","신규","-","","","단독다가구"
"5989","전남광주통합특별시 순천시 조례동","1***","12m미만","30.00","월세","202405","28","200","36","2011","유동3길","202406~202506","신규","-","","","단독다가구"
"5990","전남광주통합특별시 북구 두암동","2**","12m미만","229.08","전세","202405","28","9,000","0","2018","밤실로181번길","202405~202605","신규","-","","","단독다가구"
"5991","전남광주통합특별시 서구 내방동","8**","8m미만","66.69","월세","202405","28","200","40","1991","상무대로1005번길","202406~202606","신규","-","","","단독다가구"
"5992","전남광주통합특별시 북구 연제동","*","12m미만","66.00","월세","202405","28","500","40","2007","양산제로137번길","202406~202606","신규","-","","","단독다가구"
"5993","전남광주통합특별시 목포시 연산동","1***","25m미만","127.47","월세","202405","28","2,000","85","2017","연산백련로31번길","202405~202602","신규","-","","","단독다가구"
"5994","전남광주통합특별시 광산구 월계동","7**","12m미만","49.50","월세","202405","28","500","38","1999","월계로34번길","202406~202605","신규","-","","","단독다가구"
"5995","전남광주통합특별시 광산구 신창동","5**","8m미만","23.00","전세","202405","28","3,500","0","2003","북문대로419번길","-","-","-","","","단독다가구"
"5996","전남광주통합특별시 서구 내방동","4**","8m미만","32.00","월세","202405","28","200","35","2012","월드컵4강로198번길","202405~202505","신규","-","","","단독다가구"
"5997","전남광주통합특별시 남구 월산동","1***","12m미만","34.46","월세","202405","28","300","49","","수박등로6번길","202405~202505","신규","-","","","단독다가구"
"5998","전남광주통합특별시 광산구 옥동","3*","8m미만","34.59","월세","202405","28","200","37","2011","평동로","202406~202605","신규","-","","","단독다가구"
"5999","전남광주통합특별시 북구 오치동","9**","12m미만","72.00","월세","202405","28","500","30","1996","우치로228번길","202405~202605","신규","-","","","단독다가구"
"6000","전남광주통합특별시 구례군 구례읍 봉동리","4**","8m미만","49.37","전세","202405","28","7,000","0","2014","봉성로","202405~202605","신규","-","","","단독다가구"
"6001","전남광주통합특별시 북구 오치동","1***","12m미만","48.40","월세","202405","28","500","51","2013","송월로30번길","202406~202506","신규","-","","","단독다가구"
"6002","전남광주통합특별시 서구 쌍촌동","9**","12m미만","24.19","월세","202405","28","300","60","","운천로184번길","202405~202505","신규","-","","","단독다가구"
"6003","전남광주통합특별시 진도군 진도읍 남동리","2**","8m미만","69.42","전세","202405","28","5,000","0","1981","남산1길","-","-","-","","","단독다가구"
"6004","전남광주통합특별시 서구 쌍촌동","9**","12m미만","27.00","월세","202405","27","200","38","","상무대로967번길","202405~202505","신규","-","","","단독다가구"
"6005","전남광주통합특별시 여수시 소라면 복산리","1**","12m미만","95.95","전세","202405","27","15,000","0","2019","조산로","202407~202607","신규","-","","","단독다가구"
"6006","전남광주통합특별시 여수시 소라면 복산리","1**","12m미만","95.95","전세","202405","27","18,000","0","2019","조산로","202407~202607","신규","-","","","단독다가구"
"6007","전남광주통합특별시 여수시 소라면 복산리","1**","12m미만","111.95","전세","202405","27","15,000","0","","조산로","202607~202807","갱신","-","15,000","0","단독다가구"
"6008","전남광주통합특별시 북구 두암동","8**","12m미만","22.19","월세","202405","27","300","45","2021","군왕로93번길","202405~202505","신규","-","","","단독다가구"
"6009","전남광주통합특별시 북구 두암동","3**","8m미만","131.27","전세","202405","27","8,000","0","1987","참판로","202407~202607","신규","-","","","단독다가구"
"6010","전남광주통합특별시 순천시 풍덕동","2**","12m미만","36.00","월세","202405","27","200","35","","하풍1길","202405~202505","신규","-","","","단독다가구"
"6011","전남광주통합특별시 순천시 풍덕동","2**","12m미만","33.00","월세","202405","27","200","43","","하풍1길","202405~202505","신규","-","","","단독다가구"
"6012","전남광주통합특별시 순천시 풍덕동","2**","12m미만","36.00","월세","202405","27","200","45","","하풍1길","202405~202505","신규","-","","","단독다가구"
"6013","전남광주통합특별시 서구 쌍촌동","9**","25m미만","39.00","월세","202405","27","300","55","2022","쌍촌로48번길","202405~202505","신규","-","","","단독다가구"
"6014","전남광주통합특별시 서구 쌍촌동","9**","25m미만","22.45","월세","202405","27","500","50","2019","쌍촌로","202406~202506","신규","-","","","단독다가구"
"6015","전남광주통합특별시 광산구 하남동","1***","12m미만","66.76","전세","202405","27","9,000","0","","고봉로114번길","202406~202606","신규","-","","","단독다가구"
"6016","전남광주통합특별시 화순군 화순읍 일심리","8**","12m미만","113.66","월세","202405","27","1,000","47","2004","용곡3길","202406~202606","신규","-","","","단독다가구"
"6017","전남광주통합특별시 남구 월산동","1***","25m미만","26.83","월세","202405","27","500","67","2021","수박등로","202406~202506","신규","-","","","단독다가구"
"6018","전남광주통합특별시 남구 월산동","9**","8m미만","44.13","월세","202405","27","4,000","5","","군분로100번길","202406~202606","신규","-","","","단독다가구"
"6019","전남광주통합특별시 남구 월산동","9**","8m미만","51.39","전세","202405","27","7,000","0","1982","군분로100번길","202406~202606","신규","-","","","단독다가구"
"6020","전남광주통합특별시 서구 풍암동","9**","12m미만","52.00","월세","202405","27","500","45","2006","풍금로12번길","202406~202506","신규","-","","","단독다가구"
"6021","전남광주통합특별시 서구 풍암동","1***","12m미만","50.00","월세","202405","27","500","55","2013","풍암2로57번길","202406~202606","신규","-","","","단독다가구"
"6022","전남광주통합특별시 서구 풍암동","9**","12m미만","57.00","월세","202405","27","200","32","2005","풍암운리로29번길","202405~202505","신규","-","","","단독다가구"
"6023","전남광주통합특별시 북구 일곡동","8**","12m미만","56.00","전세","202405","27","10,500","0","2005","일곡택지로99번길","202405~202605","신규","-","","","단독다가구"
"6024","전남광주통합특별시 무안군 삼향읍 남악리","1***","12m미만","63.59","전세","202405","27","8,000","0","","남악5로52번길","202405~202605","갱신","-","8,000","0","단독다가구"
"6025","전남광주통합특별시 남구 봉선동","1***","8m미만","26.80","월세","202405","27","200","40","2015","대남대로171번길","202406~202505","신규","-","","","단독다가구"
"6026","전남광주통합특별시 남구 봉선동","1***","8m미만","26.80","월세","202405","27","200","40","2015","대남대로171번길","202406~202505","신규","-","","","단독다가구"
"6027","전남광주통합특별시 광양시 광양읍 칠성리","9**","12m미만","144.98","전세","202405","27","9,000","0","2004","서북3길","202406~202506","신규","-","","","단독다가구"
"6028","전남광주통합특별시 신안군 흑산면 가거도리","2**","8m미만","125.40","월세","202405","27","1,000","500","","가거도길","202405~202605","신규","-","","","단독다가구"
"6029","전남광주통합특별시 여수시 서교동","7**","12m미만","34.73","월세","202405","27","200","43","2014","서교1길","202405~202505","신규","-","","","단독다가구"
"6030","전남광주통합특별시 여수시 선원동","2**","12m미만","24.00","월세","202405","27","300","40","2021","가곡길","202405~202505","신규","-","","","단독다가구"
"6031","전남광주통합특별시 여수시 선원동","1***","12m미만","23.00","월세","202405","27","200","38","2013","무선5길","202406~202505","신규","-","","","단독다가구"
"6032","전남광주통합특별시 여수시 서교동","7**","12m미만","34.73","월세","202405","27","200","43","2014","서교1길","202405~202505","신규","-","","","단독다가구"
"6033","전남광주통합특별시 순천시 조례동","1***","25m미만","78.30","월세","202405","27","1,000","60","1993","조례못등길","202406~202506","신규","-","","","단독다가구"
"6034","전남광주통합특별시 순천시 연향동","1***","12m미만","30.00","월세","202405","27","200","30","2011","율산2길","202405~202505","신규","-","","","단독다가구"
"6035","전남광주통합특별시 여수시 학동","*","25m이상","35.31","월세","202405","27","500","40","1983","쌍봉로","202405~202505","신규","-","","","단독다가구"
"6036","전남광주통합특별시 나주시 송월동","1***","12m미만","16.96","월세","202405","27","200","37","2023","송월10길","-","-","-","","","단독다가구"
"6037","전남광주통합특별시 여수시 신기동","9*","12m미만","58.95","월세","202405","26","200","40","1991","시전4길","202405~202505","신규","-","","","단독다가구"
"6038","전남광주통합특별시 여수시 여서동","9**","8m미만","44.31","전세","202405","26","8,000","0","2022","여서동7길","202405~202605","신규","-","","","단독다가구"
"6039","전남광주통합특별시 여수시 선원동","1***","12m미만","23.00","월세","202405","26","100","46","","선원5길","202405~202505","신규","-","","","단독다가구"
"6040","전남광주통합특별시 서구 화정동","7**","25m미만","88.23","월세","202405","26","100","20","1980","화운로","202405~202503","신규","-","","","단독다가구"
"6041","전남광주통합특별시 장흥군 장흥읍 행원리","2**","8m미만","40.00","월세","202405","26","100","30","","행원4길","202405~202605","신규","-","","","단독다가구"
"6042","전남광주통합특별시 화순군 화순읍 신기리","3**","8m미만","33.00","월세","202405","26","200","29","2003","부처샘길","202406~202605","신규","-","","","단독다가구"
"6043","전남광주통합특별시 북구 문흥동","7**","12m미만","23.82","월세","202405","26","200","33","2012","우치로100번길","-","-","-","","","단독다가구"
"6044","전남광주통합특별시 북구 운암동","1***","12m미만","46.75","월세","202405","26","2,000","50","1983","하남대로781번길","202406~202606","신규","-","","","단독다가구"
"6045","전남광주통합특별시 북구 오치동","9**","12m미만","45.00","월세","202405","26","500","48","2001","오산정길7번길","202405~202605","신규","-","","","단독다가구"
"6046","전남광주통합특별시 북구 두암동","5**","12m미만","29.39","월세","202405","26","500","45","","동문대로204번길","202406~202506","신규","-","","","단독다가구"
"6047","전남광주통합특별시 광산구 신가동","1***","12m미만","21.00","월세","202405","26","200","35","2016","수완로9번길","202405~202505","신규","-","","","단독다가구"
"6048","전남광주통합특별시 광산구 소촌동","1*","12m미만","28.00","월세","202405","26","200","40","2022","금봉로64번길","202406~202506","신규","-","","","단독다가구"
"6049","전남광주통합특별시 해남군 해남읍 평동리","1**","8m미만","54.91","월세","202405","25","0","17","","평남2길","202405~202505","신규","-","","","단독다가구"
"6050","전남광주통합특별시 광산구 신창동","1***","12m미만","30.00","전세","202405","25","2,500","0","2011","신창로105번길","202405~202605","신규","-","","","단독다가구"
"6051","전남광주통합특별시 북구 오치동","9**","12m미만","70.30","월세","202405","25","350","45","2010","오산정길19번길","202405~202605","갱신","-","350","45","단독다가구"
"6052","전남광주통합특별시 광산구 송정동","5**","8m미만","70.26","월세","202405","25","500","35","1993","용보로23번길","202406~202606","신규","-","","","단독다가구"
"6053","전남광주통합특별시 동구 계림동","5**","8m미만","59.50","전세","202405","25","6,000","0","2014","무등로321번길","202405~202605","신규","-","","","단독다가구"
"6054","전남광주통합특별시 광산구 장덕동","1***","12m미만","33.50","월세","202405","25","300","50","2014","장덕로50번길","202405~202505","신규","-","","","단독다가구"
"6055","전남광주통합특별시 광산구 수완동","1***","12m미만","99.00","월세","202405","25","3,000","70","2010","수완로48번길","202406~202606","신규","-","","","단독다가구"
