"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"4828","전남광주통합특별시 광산구 월계동","8**","25m미만","227.87","월세","202508","18","2,000","100","2001","첨단중앙로124번길","202509~202608","신규","-","","","단독다가구"
"4829","전남광주통합특별시 광산구 월계동","7**","12m미만","30.00","월세","202508","18","100","28","2007","월계로34번길","202508~202608","신규","-","","","단독다가구"
"4830","전남광주통합특별시 광산구 수완동","1***","25m미만","29.00","월세","202508","18","300","45","2018","수완로74번길","202508~202608","신규","-","","","단독다가구"
"4831","전남광주통합특별시 광산구 하남동","1***","12m미만","25.44","월세","202508","18","300","37","2022","고봉로114번길","202509~202609","갱신","-","300","37","단독다가구"
"4832","전남광주통합특별시 광산구 하남동","6**","12m미만","25.00","월세","202508","18","200","25","2013","하남대로54번안길","202508~202708","신규","-","","","단독다가구"
"4833","전남광주통합특별시 광산구 하남동","1***","25m미만","25.76","월세","202508","18","500","63","2021","마항길","202508~202608","신규","-","","","단독다가구"
"4834","전남광주통합특별시 광산구 선암동","5**","25m미만","50.00","월세","202508","18","300","45","2014","선운로20번길","202508~202608","신규","-","","","단독다가구"
"4835","전남광주통합특별시 남구 임암동","7**","12m미만","27.81","월세","202508","18","400","51","2022","효천안길","202508~202608","신규","-","","","단독다가구"
"4836","전남광주통합특별시 남구 진월동","3**","12m미만","152.45","월세","202508","18","500","40","1992","서문대로749번다길","202508~202708","신규","-","","","단독다가구"
"4837","전남광주통합특별시 광산구 수완동","1***","12m미만","23.14","월세","202508","18","200","33","2015","수완로74번길","202509~202609","신규","-","","","단독다가구"
"4838","전남광주통합특별시 북구 연제동","4**","12m미만","82.17","전세","202508","18","11,000","0","1979","연양로20번길","202508~202708","신규","-","","","단독다가구"
"4839","전남광주통합특별시 북구 운암동","4**","8m미만","153.68","월세","202508","18","300","35","","북문대로49번길","202509~202809","신규","-","","","단독다가구"
"4840","전남광주통합특별시 무안군 삼향읍 남악리","1***","25m미만","27.00","월세","202508","18","200","35","2010","남악5로72번길","202508~202608","신규","-","","","단독다가구"
"4841","전남광주통합특별시 북구 두암동","8**","12m미만","106.77","전세","202508","18","12,000","0","2003","참판로","202509~202709","신규","-","","","단독다가구"
"4842","전남광주통합특별시 남구 월산동","9**","12m미만","93.87","월세","202508","18","500","66","2023","대남대로398번길","202508~202608","신규","-","","","단독다가구"
"4843","전남광주통합특별시 동구 서석동","2*","12m미만","20.00","월세","202508","18","200","30","2007","서남로","-","-","-","","","단독다가구"
"4844","전남광주통합특별시 동구 산수동","5**","8m미만","40.99","전세","202508","18","4,000","0","1978","필문대로171번길","202508~202708","갱신","-","3,000","0","단독다가구"
"4845","전남광주통합특별시 광산구 신창동","1***","12m미만","35.18","월세","202508","17","250","30","2006","장신로309번길","202508~202608","신규","-","","","단독다가구"
"4846","전남광주통합특별시 동구 서석동","1**","8m미만","30.00","월세","202508","17","300","50","2014","백서로153번길","202508~202608","신규","-","","","단독다가구"
"4847","전남광주통합특별시 북구 용봉동","1**","12m미만","26.00","월세","202508","17","200","37","2003","우치로100번길","202508~202607","신규","-","","","단독다가구"
"4848","전남광주통합특별시 북구 용봉동","3**","8m미만","21.00","월세","202508","17","300","37","","설죽로214번길","202508~202608","신규","-","","","단독다가구"
"4849","전남광주통합특별시 북구 용봉동","1*","12m미만","25.00","월세","202508","17","200","30","2017","효산로6번길","202508~202602","신규","-","","","단독다가구"
"4850","전남광주통합특별시 동구 서석동","4**","8m미만","25.00","월세","202508","17","100","28","","필문대로295번길","202508~202608","신규","-","","","단독다가구"
"4851","전남광주통합특별시 동구 서석동","4**","8m미만","25.00","월세","202508","17","200","28","2012","필문대로295번길","202508~202608","신규","-","","","단독다가구"
"4852","전남광주통합특별시 북구 운암동","4**","8m미만","33.00","월세","202508","17","50","25","","대자로54번길","-","-","-","","","단독다가구"
"4853","전남광주통합특별시 북구 일곡동","8**","12m미만","28.00","전세","202508","17","3,000","0","2012","일곡마을로152번길","202508~202708","신규","-","","","단독다가구"
"4854","전남광주통합특별시 광산구 신창동","1***","12m미만","26.49","월세","202508","17","100","25","2005","신창로105번길","202508~202608","신규","-","","","단독다가구"
"4855","전남광주통합특별시 여수시 미평동","3**","12m미만","30.00","월세","202508","17","200","40","2018","미평4길","202508~202608","신규","-","","","단독다가구"
"4856","전남광주통합특별시 나주시 송월동","1***","25m미만","23.36","월세","202508","17","200","35","2021","송월13길","202508~202602","신규","-","","","단독다가구"
"4857","전남광주통합특별시 서구 쌍촌동","9**","8m미만","65.47","월세","202508","17","500","55","1990","쌍촌로48번길","202508~202708","신규","-","","","단독다가구"
"4858","전남광주통합특별시 서구 쌍촌동","2**","12m미만","27.00","월세","202508","17","300","48","2018","월드컵4강로226번길","202508~202608","신규","-","","","단독다가구"
"4859","전남광주통합특별시 서구 쌍촌동","9**","12m미만","24.19","월세","202508","17","500","60","2021","운천로184번길","202508~202608","신규","-","","","단독다가구"
"4860","전남광주통합특별시 서구 내방동","8**","8m미만","30.00","월세","202508","17","200","30","2010","상무대로1005번길","202508~202608","신규","-","","","단독다가구"
"4861","전남광주통합특별시 서구 화정동","7**","25m미만","22.77","월세","202508","17","300","45","2019","화운로","202508~202608","신규","-","","","단독다가구"
"4862","전남광주통합특별시 여수시 수정동","7**","8m미만","58.60","월세","202508","17","500","25","1985","수정6길","202508~202708","신규","-","","","단독다가구"
"4863","전남광주통합특별시 여수시 화장동","8**","12m미만","31.43","월세","202508","16","200","52","2021","대통3길","202508~202608","신규","-","","","단독다가구"
"4864","전남광주통합특별시 서구 풍암동","1***","12m미만","39.00","월세","202508","16","500","45","2006","풍암신흥로49번길","202508~202608","신규","-","","","단독다가구"
"4865","전남광주통합특별시 여수시 봉산동","7**","-","96.00","월세","202508","16","1,000","50","","","202508~202708","신규","-","","","단독다가구"
"4866","전남광주통합특별시 서구 쌍촌동","2**","12m미만","28.49","월세","202508","16","200","38","2013","월드컵4강로210번길","202508~202608","신규","-","","","단독다가구"
"4867","전남광주통합특별시 서구 쌍촌동","1***","12m미만","15.34","월세","202508","16","200","43","2021","운천로184번길","202508~202608","신규","-","","","단독다가구"
"4868","전남광주통합특별시 순천시 조례동","1***","12m미만","36.00","월세","202508","16","300","42","2016","조례2길","202508~202608","신규","-","","","단독다가구"
"4869","전남광주통합특별시 여수시 미평동","6**","12m미만","28.97","월세","202508","16","100","33","2007","미평11길","202508~202602","신규","-","","","단독다가구"
"4870","전남광주통합특별시 여수시 신월동","1*","12m미만","24.84","월세","202508","16","200","40","2020","신월2길","202508~202608","신규","-","","","단독다가구"
"4871","전남광주통합특별시 광산구 흑석동","6**","25m미만","27.41","월세","202508","16","500","60","2022","마항길","202508~202608","신규","-","","","단독다가구"
"4872","전남광주통합특별시 광산구 신창동","1***","12m미만","23.00","월세","202508","16","100","27","2009","장신로309번길","202508~202608","신규","-","","","단독다가구"
"4873","전남광주통합특별시 광산구 하남동","1***","12m미만","20.40","월세","202508","16","300","36","2021","마항5길","202508~202608","신규","-","","","단독다가구"
"4874","전남광주통합특별시 동구 서석동","4**","8m미만","27.61","월세","202508","16","300","55","2021","필문대로295번길","202508~202608","신규","-","","","단독다가구"
"4875","전남광주통합특별시 남구 월산동","9**","12m미만","33.99","월세","202508","16","300","50","2022","화정로280번길","202508~202604","신규","-","","","단독다가구"
"4876","전남광주통합특별시 북구 오치동","9**","8m미만","33.00","월세","202508","16","200","45","2017","문화소통로108번길","202508~202608","신규","-","","","단독다가구"
"4877","전남광주통합특별시 북구 용봉동","1**","12m미만","20.00","월세","202508","16","100","30","2010","호동로15번길","202508~202608","신규","-","","","단독다가구"
"4878","전남광주통합특별시 광산구 선암동","6**","25m미만","40.00","월세","202508","16","300","30","2014","선운로20번길","202508~202607","신규","-","","","단독다가구"
"4879","전남광주통합특별시 광산구 수완동","1***","12m미만","34.12","월세","202508","16","500","46","2015","수완로50번길","202508~202608","신규","-","","","단독다가구"
"4880","전남광주통합특별시 북구 두암동","3**","12m미만","165.16","월세","202508","16","1,000","45","","두방길","202508~202708","신규","-","","","단독다가구"
"4881","전남광주통합특별시 북구 두암동","8**","8m미만","166.99","월세","202508","16","100","24","","군왕로117번길","202508~202708","신규","-","","","단독다가구"
"4882","전남광주통합특별시 동구 수기동","*","8m미만","29.75","월세","202508","16","300","47","2018","독립로226번길","202508~202608","신규","-","","","단독다가구"
"4883","전남광주통합특별시 광산구 장덕동","1***","12m미만","48.00","월세","202508","16","500","62","2013","장신로20번안길","202508~202708","신규","-","","","단독다가구"
"4884","전남광주통합특별시 남구 봉선동","2**","8m미만","31.77","월세","202508","16","300","30","2018","유안초등북1길","202508~202608","신규","-","","","단독다가구"
"4885","전남광주통합특별시 광산구 월곡동","6**","12m미만","42.00","월세","202508","16","200","40","2013","월곡중앙로47번길","202508~202608","신규","-","","","단독다가구"
"4886","전남광주통합특별시 광양시 광양읍 덕례리","1***","8m미만","36.00","월세","202508","16","200","35","2017","회암길","202508~202608","신규","-","","","단독다가구"
"4887","전남광주통합특별시 광산구 월계동","8**","12m미만","19.00","월세","202508","16","300","35","2018","첨단내촌로35번길","-","-","-","","","단독다가구"
"4888","전남광주통합특별시 북구 신안동","4**","12m미만","30.00","월세","202508","16","200","48","2015","서암대로159번길","202508~202608","신규","-","","","단독다가구"
"4889","전남광주통합특별시 남구 송하동","4**","12m미만","20.52","월세","202508","16","300","40","2021","입하2안길","202508~202608","신규","-","","","단독다가구"
"4890","전남광주통합특별시 무안군 청계면 도림리","2**","8m미만","23.90","월세","202508","16","50","35","2018","승달산길","202508~202708","신규","-","","","단독다가구"
"4891","전남광주통합특별시 북구 용봉동","1***","12m미만","25.00","월세","202508","15","200","30","","설죽로214번길","202508~202602","신규","-","","","단독다가구"
"4892","전남광주통합특별시 광산구 산정동","1***","12m미만","32.00","월세","202508","15","200","42","2014","용아로297번길","202508~202608","신규","-","","","단독다가구"
"4893","전남광주통합특별시 광산구 신창동","1***","12m미만","63.00","월세","202508","15","500","52","2006","신창로138번길","202508~202608","신규","-","","","단독다가구"
"4894","전남광주통합특별시 광산구 하남동","1***","12m미만","19.01","월세","202508","15","300","48","","단전2길","202508~202608","신규","-","","","단독다가구"
"4895","전남광주통합특별시 남구 월산동","9**","8m미만","24.74","월세","202508","15","500","58","2023","금화로415번길","202508~202608","신규","-","","","단독다가구"
"4896","전남광주통합특별시 광산구 산정동","1**","8m미만","21.57","월세","202508","15","300","50","2017","목련로2번길","202508~202608","신규","-","","","단독다가구"
"4897","전남광주통합특별시 북구 신용동","7**","12m미만","20.00","월세","202508","15","200","30","2012","첨단연신로108번길","202508~202608","신규","-","","","단독다가구"
"4898","전남광주통합특별시 광산구 송정동","7**","8m미만","30.00","월세","202508","15","300","37","2015","광산로77번길","202508~202608","신규","-","","","단독다가구"
"4899","전남광주통합특별시 동구 지산동","4**","8m미만","20.00","월세","202508","15","200","29","2016","필문대로263번길","202508~202608","신규","-","","","단독다가구"
"4900","전남광주통합특별시 동구 지산동","4**","8m미만","20.00","월세","202508","15","100","30","2003","필문대로253번길","-","-","-","","","단독다가구"
"4901","전남광주통합특별시 동구 지산동","7**","12m미만","19.76","월세","202508","15","300","43","2022","필문대로191번길","202508~202608","신규","-","","","단독다가구"
"4902","전남광주통합특별시 장흥군 장흥읍 동동리","2**","8m미만","19.87","월세","202508","15","1,400","5","2011","진골목길","202508~202609","신규","-","","","단독다가구"
"4903","전남광주통합특별시 광산구 수완동","1***","25m미만","45.00","월세","202508","15","1,000","42","2015","수완로74번길","202508~202608","신규","-","","","단독다가구"
"4904","전남광주통합특별시 서구 농성동","6**","12m미만","76.89","월세","202508","15","2,000","85","2020","화정로271번길","202508~202608","신규","-","","","단독다가구"
"4905","전남광주통합특별시 광산구 산정동","1**","12m미만","36.00","월세","202508","15","300","45","2019","목련로2번길","202508~202608","신규","-","","","단독다가구"
"4906","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","33.00","월세","202508","15","300","55","2021","송산2길","202508~202608","신규","-","","","단독다가구"
"4907","전남광주통합특별시 광산구 수완동","1***","12m미만","27.51","월세","202508","15","200","27","2016","수완로10번길","202508~202608","신규","-","","","단독다가구"
"4908","전남광주통합특별시 북구 용봉동","1***","8m미만","45.00","월세","202508","15","300","45","1993","호동로79번길","202508~202608","신규","-","","","단독다가구"
"4909","전남광주통합특별시 북구 용봉동","1***","12m미만","22.72","월세","202508","15","200","36","2022","저불로70번길","202508~202608","신규","-","","","단독다가구"
"4910","전남광주통합특별시 북구 용봉동","1***","8m미만","19.84","월세","202508","15","300","41","2018","반룡로6번길","202508~202608","신규","-","","","단독다가구"
"4911","전남광주통합특별시 북구 용봉동","1*","12m미만","79.20","월세","202508","15","300","43","1981","효산로6번길","202508~202608","신규","-","","","단독다가구"
"4912","전남광주통합특별시 동구 학동","6**","12m미만","30.00","월세","202508","15","300","55","2016","의재로33번길","202508~202608","신규","-","","","단독다가구"
"4913","전남광주통합특별시 북구 양산동","8**","12m미만","20.00","월세","202508","15","200","27","2014","양산택지로37번길","202508~202608","신규","-","","","단독다가구"
"4914","전남광주통합특별시 북구 양산동","9**","12m미만","45.00","월세","202508","15","300","43","2013","양산택지로37번길","202508~202608","신규","-","","","단독다가구"
"4915","전남광주통합특별시 광산구 월계동","7**","12m미만","30.49","월세","202508","15","300","29","2006","첨단내촌로11번길","202508~202608","신규","-","","","단독다가구"
"4916","전남광주통합특별시 순천시 풍덕동","8**","8m미만","108.75","월세","202508","15","100","20","1986","풍덕주택1길","202509~202709","신규","-","","","단독다가구"
"4917","전남광주통합특별시 순천시 덕암동","3**","8m미만","47.16","전세","202508","15","2,000","0","1989","덕암3길","202508~202708","신규","-","","","단독다가구"
"4918","전남광주통합특별시 서구 화정동","7**","12m미만","36.85","월세","202508","15","300","55","2021","군분2로15번길","202508~202608","신규","-","","","단독다가구"
"4919","전남광주통합특별시 서구 쌍촌동","9**","12m미만","22.48","월세","202508","15","200","45","2020","쌍촌로65번길","202508~202608","신규","-","","","단독다가구"
"4920","전남광주통합특별시 여수시 신월동","1*","12m미만","24.84","월세","202508","15","300","45","","신월2길","202508~202608","신규","-","","","단독다가구"
"4921","전남광주통합특별시 여수시 미평동","7**","12m미만","26.45","월세","202508","15","50","30","2009","양지5길","202508~202702","신규","-","","","단독다가구"
"4922","전남광주통합특별시 여수시 미평동","7**","25m이상","38.00","월세","202508","15","100","65","1996","대학로","202508~202608","신규","-","","","단독다가구"
"4923","전남광주통합특별시 순천시 조례동","1***","12m미만","33.00","월세","202508","15","200","35","2011","비봉2길","202508~202608","신규","-","","","단독다가구"
"4924","전남광주통합특별시 서구 쌍촌동","1***","12m미만","58.30","전세","202508","15","5,000","0","2003","계수로52번길","202509~202709","신규","-","","","단독다가구"
"4925","전남광주통합특별시 서구 풍암동","1***","25m미만","103.24","월세","202508","14","2,000","50","1999","풍암2로57번길","202510~202710","신규","-","","","단독다가구"
"4926","전남광주통합특별시 여수시 학동","*","12m미만","219.12","월세","202508","14","100","50","2003","학동북2길","202508~202511","신규","-","","","단독다가구"
"4927","전남광주통합특별시 서구 풍암동","9**","12m미만","30.00","월세","202508","14","200","30","2006","풍암운리로41번길","202508~202608","신규","-","","","단독다가구"
"4928","전남광주통합특별시 서구 풍암동","1***","25m미만","103.24","월세","202508","14","2,000","50","1999","풍암2로57번길","202510~202710","신규","-","","","단독다가구"
"4929","전남광주통합특별시 서구 풍암동","1***","12m미만","50.00","월세","202508","14","2,500","45","2003","풍암중앙로86번길","202508~202608","신규","-","","","단독다가구"
"4930","전남광주통합특별시 서구 풍암동","8**","12m미만","35.00","월세","202508","14","100","40","2007","풍암신흥안길","202508~202608","신규","-","","","단독다가구"
"4931","전남광주통합특별시 서구 쌍촌동","1***","8m미만","22.19","월세","202508","14","300","55","2021","쌍촌로27번길","202508~202608","신규","-","","","단독다가구"
"4932","전남광주통합특별시 서구 쌍촌동","3**","12m미만","21.82","월세","202508","14","100","30","2012","상무대로955번길","202508~202608","신규","-","","","단독다가구"
"4933","전남광주통합특별시 서구 쌍촌동","1***","12m미만","18.65","월세","202508","14","500","35","2020","화정로49번길","202508~202608","신규","-","","","단독다가구"
"4934","전남광주통합특별시 순천시 연향동","1***","12m미만","28.00","월세","202508","14","200","30","2010","상대석1길","202508~202608","신규","-","","","단독다가구"
"4935","전남광주통합특별시 순천시 연향동","1***","12m미만","142.14","월세","202508","14","6,000","20","2010","대석4길","202509~202709","신규","-","","","단독다가구"
"4936","전남광주통합특별시 서구 풍암동","1***","12m미만","50.00","월세","202508","14","2,500","45","2003","풍암중앙로86번길","202508~202608","갱신","-","2,500","45","단독다가구"
"4937","전남광주통합특별시 서구 금호동","8**","12m미만","30.00","월세","202508","14","200","33","2007","화개2로9번길","202508~202608","신규","-","","","단독다가구"
"4938","전남광주통합특별시 여수시 미평동","6**","8m미만","28.00","월세","202508","14","50","35","2002","미평11길","202508~202512","신규","-","","","단독다가구"
"4939","전남광주통합특별시 장성군 장성읍 영천리","2**","8m미만","51.86","월세","202508","14","500","30","","방울샘길","202508~202708","신규","-","","","단독다가구"
"4940","전남광주통합특별시 목포시 산정동","1*","12m미만","80.00","전세","202508","14","4,000","0","1995","산대로2번길","202508~202708","신규","-","","","단독다가구"
"4941","전남광주통합특별시 목포시 용해동","3**","8m미만","170.66","월세","202508","14","500","25","1988","용당로266번길","202509~202609","신규","-","","","단독다가구"
"4942","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","40.00","월세","202508","14","200","50","","매안5길","202508~202608","신규","-","","","단독다가구"
"4943","전남광주통합특별시 목포시 상동","7**","12m미만","25.00","월세","202508","14","200","32","2001","하당로241번길","202508~202608","신규","-","","","단독다가구"
"4944","전남광주통합특별시 여수시 돌산읍 우두리","1***","25m미만","112.50","월세","202508","14","1,000","80","2020","강남1길","202508~202708","신규","-","","","단독다가구"
"4945","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","40.00","월세","202508","14","200","50","2012","매안5길","202508~202608","신규","-","","","단독다가구"
"4946","전남광주통합특별시 동구 학동","7**","8m미만","70.39","월세","202508","14","2,000","50","2021","의재로51번길","202508~202708","신규","-","","","단독다가구"
"4947","전남광주통합특별시 북구 용봉동","1***","8m미만","23.14","월세","202508","14","200","29","2017","용주로30번길","202508~202808","신규","-","","","단독다가구"
"4948","전남광주통합특별시 북구 신안동","1**","12m미만","40.00","전세","202508","14","4,500","0","2014","자동차로48번길","202508~202708","신규","-","","","단독다가구"
"4949","전남광주통합특별시 광산구 수완동","1***","12m미만","26.00","월세","202508","14","300","40","2015","수완로10번길","202509~202609","신규","-","","","단독다가구"
"4950","전남광주통합특별시 북구 문흥동","7**","12m미만","29.00","월세","202508","14","300","40","","우치로110번길","202508~202602","신규","-","","","단독다가구"
"4951","전남광주통합특별시 북구 문흥동","7**","8m미만","21.33","월세","202508","14","100","29","2013","호동로63번길","202508~202608","신규","-","","","단독다가구"
"4952","전남광주통합특별시 북구 오치동","8**","12m미만","30.00","월세","202508","14","1,000","40","2017","서하로183번길","202508~202708","신규","-","","","단독다가구"
"4953","전남광주통합특별시 여수시 화양면 이천리","9*","12m미만","143.58","전세","202508","14","2,500","0","2023","옥천로","202508~202802","신규","-","","","단독다가구"
"4954","전남광주통합특별시 화순군 화순읍 일심리","8**","12m미만","27.00","월세","202508","14","300","37","2017","용곡3길","202508~202608","신규","-","","","단독다가구"
"4955","전남광주통합특별시 여수시 소라면 관기리","4**","8m미만","204.18","월세","202508","14","3,000","150","2010","관기길","202509~202709","신규","-","","","단독다가구"
"4956","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","60.00","월세","202508","14","2,000","55","2012","매안4길","202509~202709","신규","-","","","단독다가구"
"4957","전남광주통합특별시 무안군 삼향읍 남악리","1***","12m미만","49.00","월세","202508","14","500","55","2018","남악5로52번길","202508~202702","신규","-","","","단독다가구"
"4958","전남광주통합특별시 광산구 흑석동","7**","12m미만","19.00","월세","202508","14","200","41","2021","하남울로48번길","202508~202608","신규","-","","","단독다가구"
"4959","전남광주통합특별시 목포시 옥암동","1***","25m미만","150.00","월세","202508","14","1,000","80","2010","남악1로52번가길","202508~202708","신규","-","","","단독다가구"
"4960","전남광주통합특별시 순천시 해룡면 신대리","2***","25m미만","30.00","월세","202508","14","300","53","2017","송산3길","202508~202608","신규","-","","","단독다가구"
"4961","전남광주통합특별시 목포시 용당동","1***","12m미만","30.00","월세","202508","14","300","30","2014","양을로208번길","202508~202608","신규","-","","","단독다가구"
"4962","전남광주통합특별시 광양시 광양읍 덕례리","1***","8m미만","45.00","전세","202508","14","6,000","0","2021","예구2길","202509~202709","신규","-","","","단독다가구"
"4963","전남광주통합특별시 광산구 장덕동","1***","12m미만","28.51","월세","202508","14","300","55","2020","풍영로229번안길","202508~202608","신규","-","","","단독다가구"
"4964","전남광주통합특별시 광양시 광양읍 덕례리","1***","12m미만","29.70","월세","202508","14","100","33","","회암1길","202508~202608","신규","-","","","단독다가구"
"4965","전남광주통합특별시 여수시 돌산읍 우두리","1***","25m미만","112.50","월세","202508","14","1,000","60","2020","강남1길","202508~202708","신규","-","","","단독다가구"
"4966","전남광주통합특별시 광산구 신가동","1***","25m미만","49.00","월세","202508","14","1,500","60","2018","신창로35번길","202508~202708","신규","-","","","단독다가구"
"4967","전남광주통합특별시 영광군 영광읍 무령리","2**","12m미만","83.09","월세","202508","13","50","15","","중앙로","202508~202708","신규","-","","","단독다가구"
"4968","전남광주통합특별시 북구 두암동","9**","8m미만","74.58","월세","202508","13","500","40","1987","삼정로87번길","202508~202708","신규","-","","","단독다가구"
"4969","전남광주통합특별시 북구 용봉동","1***","8m미만","18.93","월세","202508","13","200","37","2022","설죽로202번길","202508~202608","신규","-","","","단독다가구"
"4970","전남광주통합특별시 북구 용봉동","1***","12m미만","14.16","월세","202508","13","200","30","","호동로15번길","202508~202608","신규","-","","","단독다가구"
"4971","전남광주통합특별시 북구 용봉동","1***","8m미만","18.60","월세","202508","13","200","30","2023","반룡로18번길","202508~202608","신규","-","","","단독다가구"
"4972","전남광주통합특별시 북구 용봉동","1***","12m미만","33.30","월세","202508","13","200","40","2012","저불로70번길","202508~202512","신규","-","","","단독다가구"
"4973","전남광주통합특별시 광산구 선암동","7**","25m미만","32.00","월세","202508","13","300","39","2013","선운로","202508~202608","신규","-","","","단독다가구"
"4974","전남광주통합특별시 광산구 선암동","7**","25m미만","32.00","월세","202508","13","300","39","2013","선운로","202508~202608","신규","-","","","단독다가구"
"4975","전남광주통합특별시 광양시 광양읍 칠성리","9**","12m미만","45.00","월세","202508","13","200","50","2012","서평7길","202508~202608","신규","-","","","단독다가구"
"4976","전남광주통합특별시 광산구 선암동","5**","12m미만","29.00","월세","202508","13","200","38","2014","선운중앙로67번길","202508~202608","신규","-","","","단독다가구"
"4977","전남광주통합특별시 광양시 중동","1***","12m미만","33.00","월세","202508","13","200","32","2008","중마청룡길","202508~202608","신규","-","","","단독다가구"
"4978","전남광주통합특별시 서구 농성동","3**","8m미만","202.00","전세","202508","13","20,000","0","1990","상무대로1176번길","202508~202609","신규","-","","","단독다가구"
"4979","전남광주통합특별시 남구 백운동","6**","8m미만","29.11","월세","202508","13","300","37","2013","백운로5번길","202508~202608","신규","-","","","단독다가구"
"4980","전남광주통합특별시 광산구 월계동","7**","12m미만","101.44","월세","202508","13","1,000","60","1997","월계로","202509~202709","신규","-","","","단독다가구"
"4981","전남광주통합특별시 광양시 중동","1***","12m미만","24.00","월세","202508","13","200","30","2010","중촌길","202508~202608","신규","-","","","단독다가구"
"4982","전남광주통합특별시 동구 서석동","1**","8m미만","20.00","월세","202508","13","200","29","2007","백서로153번길","202508~202701","신규","-","","","단독다가구"
"4983","전남광주통합특별시 동구 서석동","4**","8m미만","30.00","월세","202508","13","200","35","2008","필문대로295번길","202508~202602","신규","-","","","단독다가구"
"4984","전남광주통합특별시 광양시 광양읍 용강리","9**","12m미만","29.94","월세","202508","13","1,000","33","2020","와룡2길","202508~202608","신규","-","","","단독다가구"
"4985","전남광주통합특별시 광양시 광양읍 용강리","9**","12m미만","29.00","월세","202508","13","1,000","33","2020","와룡2길","-","-","-","","","단독다가구"
"4986","전남광주통합특별시 북구 문흥동","9**","8m미만","26.34","월세","202508","13","200","38","2002","대천로139번길","202508~202608","신규","-","","","단독다가구"
"4987","전남광주통합특별시 광산구 하남동","1***","25m미만","19.00","월세","202508","13","300","33","","마항길","-","-","-","","","단독다가구"
"4988","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","46.00","월세","202508","13","500","53","2014","송산4길","202508~202608","신규","-","","","단독다가구"
"4989","전남광주통합특별시 광산구 흑석동","6**","12m미만","30.00","월세","202508","13","200","50","2020","고봉로58번길","202508~202608","신규","-","","","단독다가구"
"4990","전남광주통합특별시 북구 중흥동","3**","8m미만","118.00","월세","202508","13","100","25","1977","서양로","202508~202708","신규","-","","","단독다가구"
"4991","전남광주통합특별시 북구 신용동","8**","12m미만","38.00","월세","202508","13","200","45","2013","첨단연신로108번길","202508~202608","신규","-","","","단독다가구"
"4992","전남광주통합특별시 목포시 옥암동","1***","12m미만","21.75","월세","202508","13","200","38","2017","남악1로52번나길","202508~202608","신규","-","","","단독다가구"
"4993","전남광주통합특별시 동구 지산동","4**","8m미만","19.87","월세","202508","13","100","8","2006","지산로38번길","202509~202709","신규","-","","","단독다가구"
"4994","전남광주통합특별시 동구 지산동","4**","8m미만","34.22","월세","202508","13","200","42","2014","필문대로263번길","202508~202608","신규","-","","","단독다가구"
"4995","전남광주통합특별시 동구 지산동","4**","8m미만","79.32","월세","202508","13","300","51","2012","지산로52번길","202508~202608","신규","-","","","단독다가구"
"4996","전남광주통합특별시 여수시 국동","1***","12m미만","28.00","월세","202508","13","300","42","2022","어항단지로","202508~202608","신규","-","","","단독다가구"
"4997","전남광주통합특별시 서구 치평동","1***","12m미만","113.11","월세","202508","13","1,000","60","2010","시청서편로4번길","202509~202608","신규","-","","","단독다가구"
"4998","전남광주통합특별시 나주시 빛가람동","8*","12m미만","33.25","월세","202508","13","300","55","2016","쌍산3길","202508~202512","신규","-","","","단독다가구"
"4999","전남광주통합특별시 서구 쌍촌동","1***","12m미만","15.27","월세","202508","13","1,000","55","2019","월드컵4강로164번길","202508~202608","신규","-","","","단독다가구"
"5000","전남광주통합특별시 여수시 주삼동","1**","8m미만","27.55","월세","202508","13","100","45","2020","봉계1길","202508~202608","신규","-","","","단독다가구"
"5001","전남광주통합특별시 순천시 풍덕동","8**","8m미만","63.96","월세","202508","13","500","45","2004","풍덕주택1길","202509~202709","신규","-","","","단독다가구"
